combustible,transmision_automatica,transmision_automatica_secuencial,transmision_mecanica,anio,precio,kilometraje
1.0,0.0,1.0,0.0,2.021,2.2,0.32
0.0,0.0,1.0,0.0,2.013,1.5,0.95
0.0,0.0,1.0,0.0,2.011,1.52,1.43
0.0,0.0,1.0,0.0,2.02,3.59,0.55
0.0,0.0,1.0,0.0,2.022,2.2,0.425
0.0,0.0,1.0,0.0,2.017,2.6,0.82
1.0,1.0,0.0,0.0,2.022,3.87,0.09072
0.0,0.0,1.0,0.0,2.018,3.07,0.997
0.0,0.0,1.0,0.0,2.017,2.35,1.45
0.0,1.0,0.0,0.0,2.025,3.0,0.06
0.0,0.0,1.0,0.0,2.013,2.95,0.81
0.0,0.0,1.0,0.0,2.021,3.5,0.49
0.0,0.0,1.0,0.0,2.019,2.79,0.00066
0.0,0.0,1.0,0.0,2.019,3.6,0.35
0.0,1.0,0.0,0.0,2.012,1.25,0.99
0.0,0.0,0.0,1.0,2.015,2.0,0.6044
0.0,0.0,1.0,0.0,2.019,2.55,0.41
1.0,1.0,0.0,0.0,2.024,2.3,0.32201
1.0,0.0,1.0,0.0,2.024,1.4,0.59
0.0,1.0,0.0,0.0,2.018,2.9,0.4455
0.0,0.0,1.0,0.0,2.018,2.49,0.65453
0.0,1.0,0.0,0.0,2.015,1.55,0.83
1.0,0.0,1.0,0.0,2.014,1.98,1.61
0.0,0.0,1.0,0.0,2.015,1.73,1.2
0.0,0.0,0.0,1.0,2.019,1.05,0.25722
0.0,1.0,0.0,0.0,2.022,1.68,0.5025
0.0,0.0,1.0,0.0,2.023,4.299,0.291
0.0,0.0,0.0,1.0,2.019,1.41,0.9625
0.0,1.0,0.0,0.0,2.016,1.05,0.58
0.0,1.0,0.0,0.0,2.024,2.05,0.06698
0.0,0.0,1.0,0.0,2.02,2.16,0.35
0.0,1.0,0.0,0.0,2.025,2.75,0.063
0.0,1.0,0.0,0.0,2.025,1.675,0.011
0.0,1.0,0.0,0.0,2.022,1.75,0.55
0.0,0.0,1.0,0.0,2.018,1.99,0.65
1.0,0.0,0.0,1.0,2.018,0.985,0.875
0.0,0.0,1.0,0.0,2.012,1.3,1.21
0.0,1.0,0.0,0.0,2.023,2.19,0.144
0.0,1.0,0.0,0.0,2.019,3.15,0.2261
0.0,1.0,0.0,0.0,2.018,1.73,0.76
0.0,0.0,1.0,0.0,2.013,2.09,1.12
0.0,1.0,0.0,0.0,2.016,2.35,0.94
0.0,0.0,1.0,0.0,2.02,2.65,0.7
0.0,0.0,1.0,0.0,2.021,3.59,0.252
0.0,0.0,1.0,0.0,2.024,3.85,0.118
0.0,0.0,0.0,1.0,2.012,0.83,0.297
0.0,1.0,0.0,0.0,2.018,4.2,0.4
0.0,0.0,1.0,0.0,2.019,1.999,0.405
0.0,0.0,1.0,0.0,2.018,3.6,0.604
1.0,0.0,0.0,1.0,2.022,2.35,1.07766
0.0,0.0,1.0,0.0,2.015,2.25,0.64
0.0,1.0,0.0,0.0,2.021,3.45,0.75
0.0,0.0,1.0,0.0,2.014,1.1,1.075
0.0,0.0,1.0,0.0,2.014,1.4,0.99
0.0,0.0,1.0,0.0,2.019,2.2,0.54
0.0,0.0,1.0,0.0,2.022,1.75,0.6
0.0,0.0,1.0,0.0,2.023,2.19,0.506
0.0,0.0,1.0,0.0,2.018,1.86,0.55
0.0,1.0,0.0,0.0,2.018,2.08,0.66355
0.0,0.0,1.0,0.0,2.017,2.1,0.58
1.0,0.0,1.0,0.0,2.023,1.225,0.21
0.0,1.0,0.0,0.0,2.017,3.15,0.85
0.0,0.0,1.0,0.0,2.009,0.98,1.515
0.0,0.0,1.0,0.0,2.023,3.9,0.174
0.0,0.0,1.0,0.0,2.018,2.099,0.61
0.0,0.0,1.0,0.0,2.018,2.49,0.78
1.0,0.0,1.0,0.0,2.013,0.72,1.2
1.0,0.0,0.0,1.0,2.022,1.15,0.89
1.0,0.0,0.0,1.0,2.017,1.15,0.82
0.0,0.0,1.0,0.0,2.016,2.699,1.15
0.0,0.0,1.0,0.0,2.019,2.09,0.398
0.0,1.0,0.0,0.0,2.018,2.09,0.66
0.0,0.0,1.0,0.0,2.019,2.25,0.965
0.0,1.0,0.0,0.0,2.019,2.84,0.69
0.0,0.0,1.0,0.0,2.023,2.15,0.53
0.0,0.0,0.0,1.0,2.012,0.89,0.54
0.0,0.0,1.0,0.0,2.019,2.99,0.6
0.0,0.0,1.0,0.0,2.017,2.0,0.41
0.0,1.0,0.0,0.0,2.017,1.4,1.43
0.0,1.0,0.0,0.0,2.02,1.35,0.665
0.0,1.0,0.0,0.0,2.02,1.6,0.315
0.0,1.0,0.0,0.0,2.014,1.5,0.93
0.0,1.0,0.0,0.0,2.011,1.35,1.24
0.0,1.0,0.0,0.0,2.018,1.55,0.725
0.0,1.0,0.0,0.0,2.023,1.9499,0.645
0.0,1.0,0.0,0.0,2.016,1.65,0.75
0.0,0.0,1.0,0.0,2.017,1.985,0.78
1.0,0.0,0.0,1.0,2.022,2.67,0.59738
0.0,1.0,0.0,0.0,2.021,2.85,0.051
0.0,0.0,1.0,0.0,2.014,1.73,0.9
0.0,1.0,0.0,0.0,2.018,3.0,0.82
0.0,1.0,0.0,0.0,2.023,2.299,0.179
0.0,0.0,1.0,0.0,2.022,2.88,0.38
0.0,1.0,0.0,0.0,2.02,4.3,0.55
0.0,0.0,1.0,0.0,2.02,2.29,0.47
0.0,0.0,1.0,0.0,2.013,1.25,0.775
0.0,0.0,1.0,0.0,2.016,1.79,1.11
0.0,1.0,0.0,0.0,2.016,2.8,0.8
0.0,0.0,1.0,0.0,2.021,2.4,0.34
0.0,0.0,1.0,0.0,2.012,1.35,1.1
0.0,0.0,1.0,0.0,2.017,2.0,0.925
1.0,0.0,1.0,0.0,2.011,1.45,1.625
0.0,0.0,1.0,0.0,2.021,4.0,0.298
0.0,0.0,1.0,0.0,2.019,2.38,0.708
0.0,0.0,1.0,0.0,2.019,1.55,0.4572
0.0,0.0,1.0,0.0,2.017,2.05,0.47199
0.0,0.0,1.0,0.0,2.02,1.69,0.455
0.0,0.0,1.0,0.0,2.017,1.4,1.2
0.0,0.0,1.0,0.0,2.02,3.5,0.65
0.0,0.0,1.0,0.0,2.013,1.2,0.95
1.0,1.0,0.0,0.0,2.018,1.99,0.65
0.0,0.0,0.0,1.0,2.013,0.8,0.93
0.0,0.0,1.0,0.0,2.022,3.55,0.74482
0.0,0.0,1.0,0.0,2.021,2.85,0.3587
0.0,1.0,0.0,0.0,2.022,3.99,0.36
0.0,1.0,0.0,0.0,2.01,1.05,1.1
0.0,0.0,1.0,0.0,2.015,1.85,0.99
0.0,0.0,1.0,0.0,2.017,1.95,0.66
1.0,0.0,0.0,1.0,2.02,1.2,0.485
0.0,1.0,0.0,0.0,2.012,0.7,0.76
0.0,0.0,1.0,0.0,2.016,3.75,0.95
0.0,0.0,1.0,0.0,2.025,2.0,0.316
1.0,0.0,0.0,1.0,2.022,0.8,1.6
0.0,0.0,1.0,0.0,2.017,1.69,0.53
0.0,0.0,1.0,0.0,2.025,2.45,0.26
0.0,0.0,1.0,0.0,2.017,3.87,0.5
0.0,0.0,1.0,0.0,2.017,2.65,0.46
0.0,1.0,0.0,0.0,2.024,2.5,0.065
0.0,1.0,0.0,0.0,2.02,3.5,0.55
0.0,0.0,0.0,1.0,2.024,2.7,0.3
0.0,1.0,0.0,0.0,2.02,2.7,0.28198
0.0,1.0,0.0,0.0,2.011,0.0,1.28
0.0,0.0,1.0,0.0,2.022,3.82,0.078
0.0,0.0,0.0,1.0,2.022,1.57,0.69
1.0,0.0,0.0,1.0,2.022,0.9,0.6
0.0,0.0,1.0,0.0,2.022,1.6,0.48
0.0,0.0,1.0,0.0,2.023,1.85,0.1
0.0,1.0,0.0,0.0,2.024,2.79,0.209
0.0,1.0,0.0,0.0,2.019,2.49,0.44728
0.0,1.0,0.0,0.0,2.018,2.65,0.871
0.0,0.0,0.0,1.0,2.013,0.8,1.1673
0.0,1.0,0.0,0.0,2.018,2.1,0.72
0.0,0.0,1.0,0.0,2.015,1.49,0.66
0.0,0.0,1.0,0.0,2.008,1.39,0.45151
0.0,0.0,1.0,0.0,2.022,1.82,0.625
1.0,0.0,0.0,1.0,2.015,1.34,0.8
1.0,0.0,0.0,1.0,2.023,1.59,0.29
0.0,1.0,0.0,0.0,2.025,3.4,0.00026
0.0,0.0,0.0,1.0,2.02,1.29,0.48
0.0,1.0,0.0,0.0,2.013,1.05,0.906
0.0,0.0,1.0,0.0,2.025,1.65,0.024
0.0,0.0,1.0,0.0,2.016,2.99,0.67649
0.0,0.0,1.0,0.0,2.025,2.39,0.02645
0.0,0.0,1.0,0.0,2.019,1.99,0.665
1.0,0.0,0.0,1.0,2.019,1.44,0.2509
0.0,0.0,1.0,0.0,2.01,1.695,1e-05
0.0,0.0,1.0,0.0,2.018,1.72,0.65
0.0,0.0,1.0,0.0,2.016,2.38,0.62
0.0,0.0,1.0,0.0,2.024,2.49,0.36
0.0,0.0,1.0,0.0,2.022,4.19,0.016
0.0,0.0,1.0,0.0,2.009,1.39,0.73778
1.0,0.0,1.0,0.0,2.018,2.15,0.195
0.0,0.0,1.0,0.0,2.022,1.7,0.301
0.0,0.0,0.0,1.0,2.024,2.129,0.325
1.0,0.0,1.0,0.0,2.02,3.15,1.55
0.0,1.0,0.0,0.0,2.022,3.29,0.48
0.0,0.0,1.0,0.0,2.018,2.05,0.33
0.0,1.0,0.0,0.0,2.025,1.99,0.0005
0.0,0.0,1.0,0.0,2.023,2.06,0.194
0.0,0.0,0.0,1.0,2.013,0.9,1.19583
0.0,0.0,1.0,0.0,2.012,1.19,0.7
0.0,0.0,1.0,0.0,2.019,2.099,0.76
0.0,0.0,1.0,0.0,2.02,1.66,0.68
0.0,0.0,1.0,0.0,2.022,2.19,0.81
0.0,0.0,1.0,0.0,2.018,2.89,0.58553
1.0,1.0,0.0,0.0,2.023,3.1,0.35
0.0,0.0,1.0,0.0,2.02,2.6,0.53872
0.0,1.0,0.0,0.0,2.023,2.27,0.39
0.0,1.0,0.0,0.0,2.019,1.55,0.59425
0.0,0.0,1.0,0.0,2.012,1.35,1.34
1.0,0.0,0.0,1.0,2.018,1.15,1.32644
0.0,0.0,1.0,0.0,2.018,1.99,0.82
0.0,1.0,0.0,0.0,2.018,2.87,0.42
0.0,0.0,1.0,0.0,2.013,1.7,0.92
0.0,0.0,1.0,0.0,2.013,3.3,0.54534
0.0,0.0,1.0,0.0,2.021,3.48,0.227
0.0,0.0,1.0,0.0,2.018,2.1,0.685
0.0,1.0,0.0,0.0,2.015,2.199,0.65
0.0,0.0,0.0,1.0,2.013,0.85,0.665
0.0,0.0,1.0,0.0,2.023,1.92,0.554
0.0,0.0,1.0,0.0,2.023,2.0,0.18
0.0,0.0,1.0,0.0,2.025,3.17,0.113
0.0,0.0,1.0,0.0,2.026,3.199,0.08657
0.0,1.0,0.0,0.0,2.025,2.549,0.005
0.0,0.0,1.0,0.0,2.022,1.85,0.3
0.0,0.0,1.0,0.0,2.017,1.79,0.65781
0.0,0.0,1.0,0.0,2.018,3.0,0.3005
0.0,0.0,1.0,0.0,2.019,1.5499,0.33729
0.0,0.0,1.0,0.0,2.016,1.9,1.13
0.0,0.0,1.0,0.0,2.02,2.89,0.50513
0.0,1.0,0.0,0.0,2.025,3.05,0.005
0.0,0.0,1.0,0.0,2.023,3.19,0.08804
0.0,1.0,0.0,0.0,2.013,1.3,1.67
0.0,0.0,1.0,0.0,2.018,2.75,0.695
0.0,0.0,1.0,0.0,2.023,3.58,0.24
0.0,0.0,1.0,0.0,2.019,2.57,0.62
0.0,0.0,1.0,0.0,2.019,1.75,0.379
0.0,0.0,1.0,0.0,2.023,2.49,0.216
0.0,1.0,0.0,0.0,2.025,2.85,0.005
0.0,0.0,1.0,0.0,2.018,2.79,0.46475
0.0,0.0,1.0,0.0,2.023,2.649,0.189
1.0,0.0,0.0,1.0,2.025,1.7,0.45
1.0,0.0,0.0,1.0,2.023,0.925,1.05
0.0,0.0,1.0,0.0,2.02,3.95,0.27241
0.0,1.0,0.0,0.0,2.018,2.32,0.72
0.0,0.0,1.0,0.0,2.022,1.79,0.36
1.0,0.0,1.0,0.0,2.021,1.8,0.37
0.0,0.0,1.0,0.0,2.019,1.99,0.57
0.0,0.0,1.0,0.0,2.025,4.4,0.038
0.0,0.0,1.0,0.0,2.022,0.0,0.12
1.0,0.0,0.0,1.0,2.014,1.2,1.63
1.0,0.0,1.0,0.0,2.02,2.3,0.2
1.0,0.0,1.0,0.0,2.017,1.62,0.965
0.0,0.0,1.0,0.0,2.012,1.89,0.54121
0.0,0.0,1.0,0.0,2.012,1.85,0.813
0.0,0.0,1.0,0.0,2.021,2.39,0.28316
0.0,0.0,1.0,0.0,2.024,2.75,0.376
0.0,0.0,1.0,0.0,2.019,1.8,0.29
0.0,0.0,1.0,0.0,2.019,3.0,0.67
1.0,0.0,0.0,1.0,2.021,1.05,1.18569
1.0,0.0,1.0,0.0,2.018,2.79,0.79
0.0,0.0,1.0,0.0,2.021,3.57,0.338
0.0,1.0,0.0,0.0,2.017,2.6,0.5
0.0,0.0,1.0,0.0,2.014,3.45,0.00107
0.0,1.0,0.0,0.0,2.021,2.35,0.26
1.0,0.0,0.0,1.0,2.013,1.39,1.035
0.0,0.0,1.0,0.0,2.025,2.7,0.092
1.0,0.0,0.0,1.0,2.02,1.499,0.25
1.0,1.0,0.0,0.0,2.022,1.06,0.95
0.0,0.0,1.0,0.0,2.018,2.9,0.45
0.0,1.0,0.0,0.0,2.008,3.0,1.35425
0.0,0.0,1.0,0.0,2.023,1.85,0.17
0.0,0.0,1.0,0.0,2.015,1.4,0.78
0.0,0.0,1.0,0.0,2.015,2.59,0.99
0.0,0.0,1.0,0.0,2.022,3.5,0.145
0.0,0.0,1.0,0.0,2.019,2.5,0.53
1.0,0.0,0.0,1.0,2.017,3.1,0.35
0.0,0.0,1.0,0.0,2.023,1.78,0.278
0.0,0.0,1.0,0.0,2.018,2.39,0.97
0.0,1.0,0.0,0.0,2.017,1.65,1.05
0.0,1.0,0.0,0.0,2.022,1.82,0.77
0.0,0.0,1.0,0.0,2.014,1.12,1.1
0.0,0.0,0.0,1.0,2.023,1.49,0.11528
0.0,0.0,0.0,1.0,2.019,1.3,0.55
0.0,0.0,0.0,1.0,2.014,1.25,0.75146
0.0,0.0,0.0,1.0,2.022,1.2249,0.87
0.0,1.0,0.0,0.0,2.015,1.49,0.74
0.0,0.0,1.0,0.0,2.019,3.49,0.33
0.0,0.0,1.0,0.0,2.014,1.3,0.92
0.0,1.0,0.0,0.0,2.009,1.16,1.2
0.0,1.0,0.0,0.0,2.011,1.0,0.765
0.0,1.0,0.0,0.0,2.024,4.5,0.13
0.0,1.0,0.0,0.0,2.012,4.5,1.58917
1.0,0.0,0.0,1.0,2.014,4.5,0.35
1.0,0.0,0.0,1.0,2.023,1.795,0.743
1.0,1.0,0.0,0.0,2.014,1.3,0.895
0.0,0.0,1.0,0.0,2.017,1.63,1.12
0.0,0.0,1.0,0.0,2.016,2.25,1.2
0.0,0.0,1.0,0.0,2.016,3.3,0.67473
0.0,1.0,0.0,0.0,2.015,2.15,0.78
1.0,0.0,0.0,1.0,2.018,1.29,0.92
0.0,0.0,0.0,1.0,2.017,3.7,0.27
0.0,1.0,0.0,0.0,2.018,1.75,0.933
0.0,0.0,1.0,0.0,2.016,1.249,0.93
1.0,0.0,0.0,1.0,2.025,1.15,0.33
1.0,0.0,0.0,1.0,2.007,2.39,0.52
0.0,0.0,0.0,1.0,2.021,2.0,0.48069
0.0,0.0,0.0,1.0,2.023,1.35,0.7
0.0,0.0,1.0,0.0,2.021,3.8,0.28
0.0,0.0,0.0,1.0,2.017,1.2,1.32803
0.0,0.0,1.0,0.0,2.013,1.25,0.882
0.0,0.0,1.0,0.0,2.021,4.0,0.63
0.0,0.0,0.0,1.0,2.008,1.29,0.78
1.0,0.0,0.0,1.0,2.024,1.0,0.005
0.0,0.0,1.0,0.0,2.022,1.75,0.38
1.0,0.0,0.0,1.0,2.024,2.7,0.65
1.0,0.0,0.0,1.0,2.022,1.75,0.22
1.0,0.0,1.0,0.0,2.014,1.3,0.65
0.0,0.0,1.0,0.0,2.025,3.1,0.18
0.0,0.0,0.0,1.0,2.017,1.39,0.994
1.0,0.0,0.0,1.0,2.013,1.65,1.28
0.0,0.0,1.0,0.0,2.022,1.05,0.78
0.0,1.0,0.0,0.0,2.021,3.0,0.37
1.0,1.0,0.0,0.0,2.021,2.39,0.68511
0.0,1.0,0.0,0.0,2.02,1.9,0.4
0.0,0.0,1.0,0.0,2.02,4.5,0.70418
0.0,0.0,1.0,0.0,2.02,2.65,0.68
0.0,0.0,1.0,0.0,2.015,1.55,1.11
0.0,0.0,1.0,0.0,2.017,3.9,0.49
0.0,0.0,1.0,0.0,2.018,2.25,0.58
0.0,1.0,0.0,0.0,2.021,3.25,0.48
0.0,0.0,0.0,1.0,2.013,0.85,0.482
0.0,0.0,1.0,0.0,2.017,2.39,0.43335
0.0,0.0,1.0,0.0,2.015,3.16,0.77
0.0,0.0,1.0,0.0,2.017,1.29,0.98917
0.0,0.0,1.0,0.0,2.019,3.4,0.81
0.0,1.0,0.0,0.0,2.012,1.85,1.295
0.0,0.0,1.0,0.0,2.019,3.9799,0.73
0.0,0.0,1.0,0.0,2.02,3.1,0.355
1.0,0.0,0.0,1.0,2.023,2.3,0.71
0.0,0.0,1.0,0.0,2.018,1.699,0.47
0.0,0.0,1.0,0.0,2.015,1.59,0.94
1.0,0.0,0.0,1.0,2.022,1.085,1.02
0.0,0.0,1.0,0.0,2.022,4.0,0.46
0.0,0.0,1.0,0.0,2.019,1.35,0.56
0.0,1.0,0.0,0.0,2.024,2.85,0.42
0.0,0.0,0.0,1.0,2.017,1.57,1.157
0.0,0.0,1.0,0.0,2.022,4.05,0.35
0.0,0.0,1.0,0.0,2.021,2.29,0.22
0.0,0.0,1.0,0.0,2.02,2.69,0.42
0.0,0.0,1.0,0.0,2.008,1.35,0.61724
0.0,0.0,0.0,1.0,2.015,1.2,0.83
1.0,0.0,0.0,1.0,2.015,0.85,0.941
0.0,1.0,0.0,0.0,2.018,3.3,0.52
0.0,0.0,1.0,0.0,2.015,1.69,0.81
0.0,0.0,1.0,0.0,2.019,1.52,0.54
0.0,1.0,0.0,0.0,2.016,1.05,0.8945
0.0,0.0,1.0,0.0,2.014,1.1999,1.05
0.0,1.0,0.0,0.0,2.018,1.688,0.705
0.0,0.0,1.0,0.0,2.023,3.189,0.3675
0.0,1.0,0.0,0.0,2.017,3.92,0.531
0.0,0.0,1.0,0.0,2.02,2.99,0.63
0.0,1.0,0.0,0.0,2.022,1.35,0.54
0.0,0.0,1.0,0.0,2.02,1.1,0.465
0.0,0.0,1.0,0.0,2.018,1.97,0.43
0.0,0.0,1.0,0.0,2.008,2.2,0.25
0.0,1.0,0.0,0.0,2.022,1.72,0.692
0.0,0.0,0.0,1.0,2.02,1.36,0.74
0.0,1.0,0.0,0.0,2.015,1.3,0.52
0.0,1.0,0.0,0.0,2.021,1.35,0.75
0.0,0.0,1.0,0.0,2.016,1.83,0.68636
0.0,1.0,0.0,0.0,2.017,1.6499,0.44
1.0,0.0,0.0,1.0,2.018,1.16,0.613
0.0,0.0,1.0,0.0,2.024,3.9,0.46951
1.0,1.0,0.0,0.0,2.017,2.37,1.26
1.0,0.0,0.0,1.0,2.023,0.91,0.87
1.0,1.0,0.0,0.0,2.02,1.38,0.3985
0.0,0.0,1.0,0.0,2.02,3.1,0.26
0.0,1.0,0.0,0.0,2.012,1.1,1.4
0.0,0.0,1.0,0.0,2.023,3.89,0.2
0.0,0.0,1.0,0.0,2.01,1.29,0.907
0.0,0.0,1.0,0.0,2.021,2.349,0.3615
0.0,1.0,0.0,0.0,2.023,2.82,0.223
0.0,0.0,1.0,0.0,2.022,4.09,0.465
0.0,0.0,1.0,0.0,2.017,1.85,0.878
0.0,1.0,0.0,0.0,2.022,3.8999,0.63
1.0,0.0,0.0,1.0,2.023,1.3,0.4
0.0,1.0,0.0,0.0,2.02,2.2,0.6
0.0,0.0,0.0,1.0,2.026,1.585,0.077
0.0,0.0,1.0,0.0,2.017,1.35,0.925
0.0,0.0,1.0,0.0,2.012,1.89,1.309
0.0,1.0,0.0,0.0,2.018,2.55,0.515
0.0,1.0,0.0,0.0,2.011,4.3,0.814
0.0,0.0,1.0,0.0,2.014,1.25,0.717
0.0,0.0,0.0,1.0,2.019,1.45,0.41399
0.0,1.0,0.0,0.0,2.023,1.9,0.204
0.0,0.0,1.0,0.0,2.016,1.55,0.7853
0.0,1.0,0.0,0.0,2.019,3.35,0.339
0.0,0.0,0.0,1.0,2.012,1.29,1.265
0.0,0.0,1.0,0.0,2.022,4.09,0.19
0.0,1.0,0.0,0.0,2.016,2.3,1.34
0.0,0.0,1.0,0.0,2.016,1.34,1.5
0.0,0.0,1.0,0.0,2.024,3.699,0.37
0.0,0.0,1.0,0.0,2.02,4.2,0.36
0.0,1.0,0.0,0.0,2.015,1.55,0.60078
0.0,1.0,0.0,0.0,2.017,1.72,0.8
0.0,1.0,0.0,0.0,2.022,1.15,0.30466
0.0,1.0,0.0,0.0,2.015,1.65,0.53
0.0,0.0,0.0,1.0,2.014,1.19,1.27
0.0,1.0,0.0,0.0,2.02,1.76,0.65
1.0,0.0,1.0,0.0,2.023,3.9,0.1
0.0,0.0,1.0,0.0,2.013,1.5,0.925
0.0,0.0,1.0,0.0,2.018,2.45,0.83
0.0,1.0,0.0,0.0,2.017,1.75,0.585
1.0,0.0,1.0,0.0,2.015,1.55,1.2
1.0,0.0,1.0,0.0,2.017,3.3,0.66
0.0,0.0,1.0,0.0,2.017,1.2,0.125
0.0,1.0,0.0,0.0,2.016,2.1,0.675
1.0,0.0,0.0,1.0,2.023,2.9,0.83
0.0,0.0,1.0,0.0,2.021,3.15,0.68
0.0,1.0,0.0,0.0,2.02,2.2,0.449
0.0,0.0,0.0,1.0,2.013,0.69,0.64
0.0,0.0,1.0,0.0,2.02,2.1,0.65
1.0,0.0,1.0,0.0,2.023,3.9,0.1
0.0,0.0,0.0,1.0,2.022,1.55,0.39
0.0,1.0,0.0,0.0,2.021,2.2,0.41162
0.0,0.0,1.0,0.0,2.019,2.1,0.59
0.0,0.0,1.0,0.0,2.023,2.48,0.28
0.0,1.0,0.0,0.0,2.019,1.65,0.83
0.0,0.0,1.0,0.0,2.014,2.39,0.76
0.0,0.0,1.0,0.0,2.013,1.25,1.51
0.0,1.0,0.0,0.0,2.021,2.49,0.82
0.0,0.0,0.0,1.0,2.018,1.3,0.626
0.0,0.0,1.0,0.0,2.018,0.85,0.62
0.0,1.0,0.0,0.0,2.024,2.69,0.1199
0.0,1.0,0.0,0.0,2.014,2.8,0.94
0.0,0.0,1.0,0.0,2.017,3.19,0.27
1.0,0.0,1.0,0.0,2.023,1.87,0.12
1.0,1.0,0.0,0.0,2.021,1.21,0.53558
0.0,0.0,0.0,1.0,2.014,1.5,0.82
0.0,1.0,0.0,0.0,2.019,1.78,0.78
1.0,0.0,1.0,0.0,2.024,2.3,0.12657
0.0,0.0,1.0,0.0,2.019,2.29,0.735
0.0,0.0,1.0,0.0,2.016,1.89,0.7
0.0,1.0,0.0,0.0,2.023,2.13,0.192
0.0,1.0,0.0,0.0,2.017,2.6,0.83
0.0,0.0,1.0,0.0,2.015,1.25,1.22
0.0,0.0,1.0,0.0,2.022,4.39,0.37
1.0,0.0,0.0,1.0,2.019,2.0,1.25
1.0,1.0,0.0,0.0,2.025,2.35,0.3
0.0,1.0,0.0,0.0,2.022,3.1,0.045
0.0,0.0,1.0,0.0,2.014,1.3,0.675
0.0,0.0,1.0,0.0,2.02,2.9,0.69
0.0,1.0,0.0,0.0,2.021,3.5,0.505
1.0,0.0,0.0,1.0,2.02,0.68,0.00105
0.0,0.0,1.0,0.0,2.017,2.2,0.6284
0.0,0.0,1.0,0.0,2.024,1.79,0.1
0.0,0.0,1.0,0.0,2.015,4.2,0.48
0.0,0.0,1.0,0.0,2.02,2.599,0.312
1.0,1.0,0.0,0.0,2.014,1.78,0.925
0.0,1.0,0.0,0.0,2.023,3.8,0.215
0.0,0.0,1.0,0.0,2.026,3.419,0.0125
0.0,1.0,0.0,0.0,2.022,1.599,0.355
0.0,0.0,1.0,0.0,2.021,3.09,0.81
0.0,1.0,0.0,0.0,2.01,0.94,1.25643
1.0,1.0,0.0,0.0,2.014,0.95,0.97
0.0,0.0,1.0,0.0,2.017,2.05,0.62
0.0,0.0,0.0,1.0,2.02,1.15,0.35765
1.0,0.0,0.0,1.0,2.024,1.29,0.004
0.0,0.0,1.0,0.0,2.017,2.999,0.586
0.0,0.0,1.0,0.0,2.026,3.55,0.015
1.0,0.0,0.0,1.0,2.024,2.499,0.14221
0.0,0.0,1.0,0.0,2.015,1.55,0.78
1.0,0.0,0.0,1.0,2.023,1.33,0.73
1.0,1.0,0.0,0.0,2.021,1.55,0.78
0.0,0.0,1.0,0.0,2.013,1.6,1.305
0.0,0.0,1.0,0.0,2.017,1.83,0.51571
0.0,1.0,0.0,0.0,2.017,2.15,0.96254
0.0,0.0,0.0,1.0,2.019,1.35,0.79982
0.0,0.0,0.0,1.0,2.019,1.48,0.27
0.0,0.0,1.0,0.0,2.023,3.35,0.31
1.0,0.0,1.0,0.0,2.018,1.88,0.518
0.0,1.0,0.0,0.0,2.025,3.3,0.0325
0.0,0.0,1.0,0.0,2.01,2.59,0.56
0.0,0.0,0.0,1.0,2.022,1.36,0.41
1.0,0.0,1.0,0.0,2.014,1.39,0.74
0.0,0.0,0.0,1.0,2.014,0.75,0.35
0.0,1.0,0.0,0.0,2.015,1.53,0.82
0.0,1.0,0.0,0.0,2.01,2.0,1.03
0.0,0.0,0.0,1.0,2.024,1.229,0.27
0.0,0.0,1.0,0.0,2.024,1.66,0.03
0.0,0.0,1.0,0.0,2.014,1.1,0.79
0.0,0.0,0.0,1.0,2.018,2.5,0.01
0.0,0.0,1.0,0.0,2.017,1.98,0.205
0.0,0.0,0.0,1.0,2.009,0.85,0.76
0.0,0.0,1.0,0.0,2.014,1.499,0.92765
0.0,1.0,0.0,0.0,2.017,2.5,0.9
0.0,0.0,1.0,0.0,2.023,2.839,0.38
0.0,1.0,0.0,0.0,2.016,1.19,0.37
0.0,0.0,0.0,1.0,2.022,1.7,0.33
0.0,0.0,1.0,0.0,2.022,4.05,0.209
1.0,0.0,0.0,1.0,2.023,1.63,0.6
1.0,1.0,0.0,0.0,2.012,0.88,1.24
0.0,1.0,0.0,0.0,2.016,1.7,0.41
0.0,0.0,1.0,0.0,2.018,2.89,0.69
1.0,0.0,1.0,0.0,2.024,3.5,0.09
0.0,0.0,1.0,0.0,2.016,1.4,0.892
0.0,0.0,1.0,0.0,2.018,1.99,0.63
0.0,1.0,0.0,0.0,2.023,2.75,0.255
1.0,0.0,0.0,1.0,2.025,1.2,0.35
1.0,0.0,1.0,0.0,2.016,1.07,0.78
0.0,0.0,1.0,0.0,2.014,1.29,1.1
0.0,0.0,1.0,0.0,2.01,0.89,0.96
0.0,0.0,1.0,0.0,2.026,3.73,0.053
0.0,0.0,1.0,0.0,2.018,2.89,0.595
0.0,0.0,0.0,1.0,2.017,0.82,0.6
0.0,1.0,0.0,0.0,2.023,2.1,0.225
0.0,1.0,0.0,0.0,2.022,1.25,0.585
0.0,0.0,0.0,1.0,2.022,1.25,0.31
0.0,0.0,1.0,0.0,2.022,1.32,0.327
0.0,1.0,0.0,0.0,2.023,3.7,0.34593
0.0,0.0,1.0,0.0,2.018,2.25,0.18
0.0,1.0,0.0,0.0,2.023,2.3,0.335
0.0,0.0,1.0,0.0,2.017,2.19,0.7
0.0,0.0,1.0,0.0,2.018,1.15,0.77
