combustible,transmision_automatica,transmision_automatica_secuencial,transmision_mecanica,anio,precio,kilometraje
0.0,0.0,1.0,0.0,2.012,1.15,0.87
1.0,0.0,0.0,1.0,2.023,2.536,0.09
0.0,0.0,0.0,1.0,2.012,0.97,0.10411
0.0,1.0,0.0,0.0,2.015,1.3,1.5
0.0,0.0,1.0,0.0,2.012,1.69,0.69
0.0,0.0,1.0,0.0,2.017,1.29,0.45
1.0,0.0,0.0,1.0,2.016,0.85,1.0
0.0,0.0,1.0,0.0,2.023,1.65,0.6
0.0,1.0,0.0,0.0,2.014,1.2499,0.5893
0.0,0.0,1.0,0.0,2.02,2.1,0.49
0.0,0.0,0.0,1.0,2.022,1.6,0.26689
0.0,0.0,1.0,0.0,2.023,2.49,0.216
0.0,0.0,1.0,0.0,2.016,1.9,0.88
0.0,0.0,1.0,0.0,2.013,1.3,0.96
0.0,0.0,0.0,1.0,2.024,1.75,0.62
0.0,1.0,0.0,0.0,2.026,2.6,0.026
0.0,0.0,0.0,1.0,2.018,1.48,0.78
1.0,0.0,0.0,1.0,2.019,1.15,0.42582
1.0,0.0,1.0,0.0,2.014,2.05,1.115
0.0,0.0,1.0,0.0,2.024,2.05,0.28
0.0,0.0,0.0,1.0,2.019,1.59,1.2
0.0,1.0,0.0,0.0,2.017,0.94,0.91
1.0,0.0,0.0,1.0,2.019,1.036,0.844
0.0,0.0,1.0,0.0,2.016,3.39,0.93121
0.0,1.0,0.0,0.0,2.011,1.2,1.145
0.0,0.0,1.0,0.0,2.016,2.05,0.7
0.0,0.0,0.0,1.0,2.023,1.45,0.44
0.0,1.0,0.0,0.0,2.016,3.0,0.295
1.0,0.0,0.0,1.0,2.025,3.3,0.0275
0.0,1.0,0.0,0.0,2.017,2.7,0.58
0.0,0.0,0.0,1.0,2.019,3.05,0.4409
0.0,0.0,1.0,0.0,2.014,1.23,0.6335
0.0,0.0,1.0,0.0,2.017,1.55,0.192
0.0,0.0,1.0,0.0,2.016,1.8,0.96
0.0,0.0,1.0,0.0,2.015,4.2,0.574
0.0,1.0,0.0,0.0,2.022,3.6,0.18
1.0,0.0,0.0,1.0,2.024,1.45,0.6
1.0,0.0,0.0,1.0,2.024,1.06,0.35
1.0,1.0,0.0,0.0,2.01,0.999,0.8675
0.0,1.0,0.0,0.0,2.02,2.29,0.7
0.0,0.0,1.0,0.0,2.013,1.11,0.92
0.0,0.0,0.0,1.0,2.014,1.5,0.00078
0.0,1.0,0.0,0.0,2.016,2.1,0.82
0.0,1.0,0.0,0.0,2.016,1.54,0.93
0.0,1.0,0.0,0.0,2.009,0.92,1.435
1.0,0.0,0.0,1.0,2.016,1.15,0.9686
0.0,0.0,1.0,0.0,2.018,1.98,0.075
0.0,1.0,0.0,0.0,2.014,1.4,1.46
0.0,0.0,0.0,1.0,2.014,1.05,0.66
0.0,1.0,0.0,0.0,2.017,1.69,0.78411
0.0,0.0,1.0,0.0,2.015,1.6,1.0
0.0,1.0,0.0,0.0,2.015,2.49,1.1
0.0,1.0,0.0,0.0,2.015,1.25,0.75
0.0,1.0,0.0,0.0,2.018,1.59,0.73211
0.0,1.0,0.0,0.0,2.022,1.68,0.645
0.0,1.0,0.0,0.0,2.014,1.18,0.44
0.0,0.0,1.0,0.0,2.023,3.15,0.0095
1.0,0.0,1.0,0.0,2.022,1.2,0.365
0.0,0.0,1.0,0.0,2.014,1.45,1.04649
0.0,1.0,0.0,0.0,2.023,3.299,0.24202
0.0,0.0,1.0,0.0,2.014,1.39,0.619
0.0,0.0,1.0,0.0,2.021,3.5,0.587
0.0,1.0,0.0,0.0,2.022,2.189,0.255
0.0,1.0,0.0,0.0,2.02,2.389,0.972
0.0,0.0,1.0,0.0,2.019,3.05,0.547
0.0,0.0,1.0,0.0,2.017,3.19,0.58
0.0,0.0,1.0,0.0,2.023,3.949,0.284
0.0,1.0,0.0,0.0,2.022,2.889,0.164
0.0,1.0,0.0,0.0,2.018,2.999,0.403
0.0,0.0,1.0,0.0,2.022,3.725,0.5
0.0,0.0,1.0,0.0,2.016,2.999,1.138
0.0,0.0,1.0,0.0,2.015,4.5,0.656
0.0,1.0,0.0,0.0,2.017,2.049,1.076
0.0,0.0,1.0,0.0,2.019,3.599,0.524
0.0,0.0,1.0,0.0,2.013,2.59,0.412
0.0,0.0,1.0,0.0,2.022,2.75,0.39
0.0,0.0,0.0,1.0,2.018,1.05,0.81
0.0,1.0,0.0,0.0,2.016,1.65,0.495
0.0,1.0,0.0,0.0,2.018,2.7,0.7
0.0,0.0,1.0,0.0,2.015,1.35,1.36
0.0,0.0,1.0,0.0,2.022,1.85,0.5
0.0,0.0,1.0,0.0,2.022,3.25,0.499
0.0,0.0,0.0,1.0,2.023,1.6,0.1444
0.0,0.0,1.0,0.0,2.012,1.3,1.1
0.0,0.0,0.0,1.0,2.016,0.95,1.28
0.0,0.0,0.0,1.0,2.014,0.95,1.16
1.0,0.0,0.0,1.0,2.022,1.33,0.42
0.0,1.0,0.0,0.0,2.022,2.15,0.66775
1.0,0.0,0.0,1.0,2.023,2.38,0.25
0.0,1.0,0.0,0.0,2.01,0.975,0.826
0.0,1.0,0.0,0.0,2.023,1.63,0.32
0.0,0.0,1.0,0.0,2.023,3.699,0.14
0.0,0.0,1.0,0.0,2.024,2.39,0.268
1.0,0.0,0.0,1.0,2.023,2.9,0.31
1.0,0.0,1.0,0.0,2.024,1.35,0.5
0.0,1.0,0.0,0.0,2.013,2.03,0.88439
0.0,0.0,1.0,0.0,2.022,2.349,0.328
0.0,0.0,1.0,0.0,2.025,3.29,0.105
1.0,0.0,0.0,1.0,2.024,2.695,0.8
0.0,1.0,0.0,0.0,2.014,1.29,1.24
0.0,0.0,0.0,1.0,2.014,0.83,0.42
0.0,0.0,1.0,0.0,2.018,3.58,0.622
0.0,0.0,1.0,0.0,2.015,2.15,0.57
0.0,1.0,0.0,0.0,2.017,1.75,0.63
0.0,0.0,1.0,0.0,2.013,1.2,0.95
0.0,1.0,0.0,0.0,2.023,1.49,0.43
0.0,1.0,0.0,0.0,2.023,1.72,0.185
0.0,1.0,0.0,0.0,2.023,2.3,0.35
0.0,1.0,0.0,0.0,2.016,1.3999,0.7989
0.0,0.0,1.0,0.0,2.018,2.59,0.52767
0.0,0.0,1.0,0.0,2.019,2.45,0.8
0.0,0.0,1.0,0.0,2.015,1.27,0.82
0.0,1.0,0.0,0.0,2.022,1.69,0.6
0.0,0.0,1.0,0.0,2.017,1.15,0.8
0.0,0.0,1.0,0.0,2.015,1.13,0.94
0.0,0.0,0.0,1.0,2.012,0.94,0.8325
0.0,0.0,1.0,0.0,2.015,1.38,1.04
0.0,0.0,1.0,0.0,2.024,1.65,0.0725
1.0,0.0,0.0,1.0,2.021,2.952,0.96161
1.0,1.0,0.0,0.0,2.022,1.69,0.43666
1.0,1.0,0.0,0.0,2.021,1.94,0.53
0.0,0.0,1.0,0.0,2.017,1.95,1.05
0.0,0.0,1.0,0.0,2.022,4.38,0.35
0.0,0.0,0.0,1.0,2.017,1.329,0.84
0.0,0.0,1.0,0.0,2.011,1.59,0.407
1.0,0.0,1.0,0.0,2.025,2.6,0.018
0.0,0.0,1.0,0.0,2.019,2.5,0.45245
0.0,1.0,0.0,0.0,2.02,2.2,0.73
0.0,1.0,0.0,0.0,2.02,2.45,0.38185
0.0,0.0,0.0,1.0,2.013,0.85,1.0
1.0,0.0,0.0,1.0,2.014,1.65,1.257
0.0,1.0,0.0,0.0,2.007,0.695,0.895
0.0,0.0,1.0,0.0,2.026,3.3,0.076
0.0,1.0,0.0,0.0,2.016,2.1,0.91
0.0,0.0,1.0,0.0,2.015,1.4,0.69555
0.0,0.0,1.0,0.0,2.022,2.59,0.475
0.0,1.0,0.0,0.0,2.022,1.5,0.34
0.0,0.0,1.0,0.0,2.023,2.25,0.079
1.0,0.0,1.0,0.0,2.022,1.9,0.39
0.0,1.0,0.0,0.0,2.014,1.55,0.8823
0.0,1.0,0.0,0.0,2.023,3.68,0.165
1.0,0.0,0.0,1.0,2.022,1.285,0.8
1.0,0.0,1.0,0.0,2.015,3.0,0.48
0.0,0.0,1.0,0.0,2.017,2.55,0.7
0.0,0.0,1.0,0.0,2.024,2.2,0.13
0.0,0.0,0.0,1.0,2.023,0.9899,0.7
0.0,0.0,1.0,0.0,2.019,1.95,0.85
0.0,1.0,0.0,0.0,2.024,1.49,0.06
0.0,1.0,0.0,0.0,2.023,1.75,0.305
0.0,0.0,1.0,0.0,2.008,0.7,1.23
0.0,1.0,0.0,0.0,2.026,2.19,0.007
0.0,0.0,1.0,0.0,2.021,2.4,0.49
0.0,0.0,1.0,0.0,2.022,4.38,0.35
0.0,0.0,1.0,0.0,2.017,2.79,0.79
0.0,0.0,1.0,0.0,2.02,2.7,0.144
0.0,0.0,1.0,0.0,2.023,1.799,0.335
1.0,0.0,0.0,1.0,2.021,1.135,0.38221
0.0,1.0,0.0,0.0,2.017,0.865,0.57
0.0,0.0,1.0,0.0,2.014,1.99,1.52
1.0,0.0,0.0,1.0,2.021,1.05,0.75
0.0,0.0,1.0,0.0,2.017,1.89,0.604
0.0,1.0,0.0,0.0,2.02,2.1,0.33
0.0,0.0,1.0,0.0,2.017,1.75,0.71
0.0,0.0,1.0,0.0,2.018,2.89,0.35
1.0,0.0,1.0,0.0,2.013,0.94,1.03
0.0,0.0,1.0,0.0,2.02,1.9,0.51
0.0,0.0,1.0,0.0,2.018,2.19,0.15463
0.0,0.0,1.0,0.0,2.016,1.8,0.65
0.0,0.0,0.0,1.0,2.022,0.96,0.24197
0.0,0.0,1.0,0.0,2.018,2.48,0.623
1.0,0.0,0.0,1.0,2.023,1.67,0.4014
0.0,1.0,0.0,0.0,2.01,0.85,0.9
0.0,0.0,1.0,0.0,2.024,2.08,0.438
0.0,0.0,1.0,0.0,2.014,1.65,0.47
0.0,0.0,1.0,0.0,2.015,1.1999,1.2
0.0,0.0,1.0,0.0,2.021,1.399,0.638
0.0,0.0,0.0,1.0,2.015,1.17,0.91
0.0,1.0,0.0,0.0,2.022,1.9,0.29
0.0,1.0,0.0,0.0,2.012,1.26,1.345
0.0,0.0,0.0,1.0,2.016,1.17,0.16567
0.0,0.0,0.0,1.0,2.02,1.18,0.52
0.0,0.0,1.0,0.0,2.015,3.3,0.76
0.0,0.0,1.0,0.0,2.016,2.0,0.23
0.0,0.0,0.0,1.0,2.015,0.9,0.84578
0.0,0.0,1.0,0.0,2.023,3.09,0.23
0.0,0.0,1.0,0.0,2.015,1.5,0.98
0.0,0.0,1.0,0.0,2.019,2.13,0.18
0.0,0.0,1.0,0.0,2.019,1.89,0.24
0.0,0.0,0.0,1.0,2.021,0.99,0.694
1.0,0.0,1.0,0.0,2.019,3.65,0.22
0.0,1.0,0.0,0.0,2.023,3.73,0.135
0.0,1.0,0.0,0.0,2.022,1.79,0.43
0.0,0.0,0.0,1.0,2.02,1.19,0.445
1.0,0.0,1.0,0.0,2.023,1.99,0.006
0.0,0.0,1.0,0.0,2.015,1.35,0.326
0.0,0.0,0.0,1.0,2.016,1.28,0.7
0.0,0.0,1.0,0.0,2.013,0.95,0.96
0.0,1.0,0.0,0.0,2.018,1.92,0.635
0.0,0.0,0.0,1.0,2.024,1.03,0.002
1.0,0.0,0.0,1.0,2.023,2.88,0.685
0.0,0.0,1.0,0.0,2.017,1.55,0.78
0.0,0.0,1.0,0.0,2.016,1.595,0.65
1.0,0.0,0.0,1.0,2.023,1.5,0.49
0.0,1.0,0.0,0.0,2.013,1.2,0.46
0.0,1.0,0.0,0.0,2.023,1.6999,0.17
0.0,1.0,0.0,0.0,2.016,1.4,1.051
0.0,0.0,1.0,0.0,2.022,2.89,0.186
0.0,0.0,1.0,0.0,2.023,3.75,0.35
0.0,0.0,1.0,0.0,2.015,1.45,0.842
0.0,0.0,0.0,1.0,2.016,1.35,0.46
0.0,1.0,0.0,0.0,2.023,1.69,0.16
0.0,0.0,1.0,0.0,2.017,2.39,0.53
0.0,0.0,1.0,0.0,2.016,2.1,0.9
0.0,0.0,1.0,0.0,2.02,2.8,0.46
0.0,1.0,0.0,0.0,2.018,2.05,0.43
0.0,1.0,0.0,0.0,2.008,0.89,1.18979
0.0,0.0,1.0,0.0,2.023,3.0,0.55
0.0,1.0,0.0,0.0,2.023,2.2,0.19
1.0,1.0,0.0,0.0,2.022,1.08,0.7
0.0,0.0,0.0,1.0,2.023,1.7,0.5
0.0,0.0,1.0,0.0,2.023,2.15,0.34
0.0,0.0,1.0,0.0,2.018,1.35,0.795
0.0,0.0,1.0,0.0,2.018,1.85,0.60838
0.0,0.0,0.0,1.0,2.019,1.3,0.635
0.0,0.0,1.0,0.0,2.02,1.585,0.515
0.0,1.0,0.0,0.0,2.012,1.3,0.7525
0.0,0.0,1.0,0.0,2.021,2.38,0.65
0.0,0.0,1.0,0.0,2.02,1.8,0.278
0.0,0.0,1.0,0.0,2.021,2.7,0.219
0.0,1.0,0.0,0.0,2.023,2.1,0.13212
1.0,0.0,0.0,1.0,2.016,0.96,0.91686
0.0,1.0,0.0,0.0,2.023,2.65,0.31175
1.0,1.0,0.0,0.0,2.014,1.07,1.635
0.0,0.0,0.0,1.0,2.022,1.87,0.13
0.0,0.0,1.0,0.0,2.017,2.05,1.03
0.0,1.0,0.0,0.0,2.016,3.49,0.465
1.0,0.0,0.0,1.0,2.02,2.1,0.85
0.0,0.0,1.0,0.0,2.013,1.68,0.93
0.0,0.0,1.0,0.0,2.012,1.1,1.04
0.0,0.0,1.0,0.0,2.018,2.35,0.45
0.0,0.0,1.0,0.0,2.019,1.38,0.53
0.0,0.0,1.0,0.0,2.019,2.3,0.35
0.0,0.0,1.0,0.0,2.015,1.6,1.485
0.0,1.0,0.0,0.0,2.021,2.75,0.53611
0.0,0.0,0.0,1.0,2.016,1.637,0.51641
0.0,0.0,0.0,1.0,2.023,1.55,0.172
0.0,0.0,0.0,1.0,2.01,0.5,0.8959
0.0,0.0,1.0,0.0,2.025,2.29,0.062
0.0,1.0,0.0,0.0,2.014,3.1,1.53
0.0,0.0,1.0,0.0,2.018,1.55,0.92
1.0,1.0,0.0,0.0,2.025,2.6,0.025
0.0,0.0,1.0,0.0,2.018,1.45,1.445
0.0,0.0,0.0,1.0,2.013,0.94,0.62
1.0,1.0,0.0,0.0,2.014,1.15,1.3
0.0,0.0,1.0,0.0,2.015,1.59,0.82
0.0,1.0,0.0,0.0,2.017,1.6,0.59155
0.0,0.0,1.0,0.0,2.011,1.0,1.2
0.0,0.0,0.0,1.0,2.013,1.09,0.97
0.0,0.0,1.0,0.0,2.017,1.19,0.79
0.0,0.0,1.0,0.0,2.017,1.69,1.25
0.0,1.0,0.0,0.0,2.024,1.69,0.071
0.0,1.0,0.0,0.0,2.014,1.3,0.887
1.0,0.0,0.0,1.0,2.023,1.4,0.39
0.0,0.0,0.0,1.0,2.017,1.29,0.32
0.0,0.0,1.0,0.0,2.021,1.83,0.23
0.0,0.0,1.0,0.0,2.019,4.0,0.65
0.0,1.0,0.0,0.0,2.019,1.5,0.79
0.0,0.0,0.0,1.0,2.021,1.65,0.91665
0.0,0.0,1.0,0.0,2.024,1.845,0.011
1.0,0.0,0.0,1.0,2.01,0.7,1.55
0.0,1.0,0.0,0.0,2.018,1.59,0.92
0.0,1.0,0.0,0.0,2.011,2.0,1.09978
0.0,1.0,0.0,0.0,2.016,1.7,0.8
0.0,0.0,1.0,0.0,2.016,1.59,0.76
1.0,0.0,1.0,0.0,2.022,4.25,0.53348
0.0,1.0,0.0,0.0,2.025,2.59,0.02
1.0,0.0,0.0,1.0,2.021,1.26,0.532
1.0,0.0,1.0,0.0,2.023,2.09,0.92
0.0,0.0,1.0,0.0,2.015,1.29,0.86
0.0,0.0,1.0,0.0,2.026,2.2,0.044
1.0,0.0,1.0,0.0,2.023,1.85,0.32
0.0,0.0,1.0,0.0,2.015,1.59,0.85
1.0,0.0,0.0,1.0,2.023,3.24,0.55
0.0,0.0,1.0,0.0,2.019,1.85,0.62
0.0,0.0,1.0,0.0,2.017,2.4,1.02
1.0,0.0,0.0,1.0,2.023,1.02,0.75
1.0,1.0,0.0,0.0,2.018,0.9999,1.3
0.0,0.0,1.0,0.0,2.022,2.1,1.05
0.0,0.0,1.0,0.0,2.019,1.98,0.24
0.0,0.0,1.0,0.0,2.022,2.05,0.44
1.0,1.0,0.0,0.0,2.018,2.09,0.67
0.0,1.0,0.0,0.0,2.022,1.94,0.45
0.0,0.0,1.0,0.0,2.024,4.09,0.113
0.0,0.0,1.0,0.0,2.022,2.19,0.946
0.0,0.0,1.0,0.0,2.018,1.9,0.56
0.0,0.0,0.0,1.0,2.016,1.48,0.93
1.0,0.0,1.0,0.0,2.022,1.895,0.38
0.0,0.0,1.0,0.0,2.017,1.79,0.75
0.0,0.0,1.0,0.0,2.023,3.39,0.39
0.0,1.0,0.0,0.0,2.025,2.3,0.31
0.0,0.0,0.0,1.0,2.014,1.18,1.26339
0.0,0.0,1.0,0.0,2.016,1.5999,0.001
1.0,0.0,1.0,0.0,2.019,1.795,0.47
0.0,1.0,0.0,0.0,2.017,1.39,0.96
1.0,0.0,0.0,1.0,2.023,3.0,0.70581
1.0,0.0,1.0,0.0,2.008,0.85,1.63946
1.0,0.0,0.0,1.0,2.02,1.4,1.12
0.0,0.0,1.0,0.0,2.018,2.39,0.539
1.0,0.0,0.0,1.0,2.021,0.68,0.8
0.0,0.0,1.0,0.0,2.021,2.99,0.62
0.0,0.0,1.0,0.0,2.01,0.95,1.48
0.0,0.0,1.0,0.0,2.023,2.75,0.17
0.0,0.0,0.0,1.0,2.014,1.19,1.3296
0.0,0.0,1.0,0.0,2.018,1.35,0.61
0.0,0.0,1.0,0.0,2.019,1.45,0.614
1.0,0.0,0.0,1.0,2.018,0.6,1.39
1.0,0.0,0.0,1.0,2.018,1.57,1.5
0.0,0.0,0.0,1.0,2.015,1.03,0.075
0.0,0.0,1.0,0.0,2.013,1.45,1.25
0.0,0.0,1.0,0.0,2.017,3.49,0.98169
0.0,0.0,1.0,0.0,2.02,3.6,0.63
0.0,0.0,1.0,0.0,2.018,1.62,0.88571
0.0,0.0,0.0,1.0,2.02,0.75,0.63
0.0,0.0,1.0,0.0,2.018,4.2,0.31
0.0,0.0,1.0,0.0,2.019,3.39,0.28
0.0,0.0,1.0,0.0,2.014,1.4,0.306
0.0,0.0,1.0,0.0,2.017,1.75,0.46
0.0,0.0,1.0,0.0,2.015,2.7,0.38
0.0,0.0,0.0,1.0,2.016,1.2,0.3065
1.0,0.0,1.0,0.0,2.012,1.3,1.05
0.0,0.0,1.0,0.0,2.017,1.39,0.8
0.0,0.0,0.0,1.0,2.023,1.54,0.5
0.0,0.0,1.0,0.0,2.014,1.29,0.6
0.0,0.0,1.0,0.0,2.016,1.8,0.38
0.0,0.0,1.0,0.0,2.024,1.12,0.27
0.0,0.0,1.0,0.0,2.019,2.03,0.394
0.0,0.0,1.0,0.0,2.024,2.7,0.11
0.0,1.0,0.0,0.0,2.014,1.12,1.115
0.0,0.0,1.0,0.0,2.017,1.83,0.86
0.0,0.0,1.0,0.0,2.02,2.56,0.50608
0.0,1.0,0.0,0.0,2.023,4.2,0.45
0.0,0.0,1.0,0.0,2.013,1.02,0.71789
0.0,1.0,0.0,0.0,2.014,1.42,0.925
0.0,0.0,1.0,0.0,2.015,2.15,0.865
0.0,0.0,1.0,0.0,2.013,1.15,0.93605
0.0,1.0,0.0,0.0,2.022,2.78,0.37
0.0,0.0,1.0,0.0,2.022,1.63,0.645
1.0,0.0,0.0,1.0,2.016,1.0,0.78
0.0,0.0,0.0,1.0,2.02,1.48,0.472
0.0,1.0,0.0,0.0,2.019,1.2,0.79
1.0,0.0,1.0,0.0,2.013,1.0,1.22
0.0,1.0,0.0,0.0,2.009,0.97,0.975
1.0,0.0,0.0,1.0,2.021,0.98,0.8
0.0,1.0,0.0,0.0,2.022,3.1,0.411
1.0,0.0,0.0,1.0,2.017,1.75,1.30455
0.0,0.0,1.0,0.0,2.019,1.84,0.428
0.0,1.0,0.0,0.0,2.02,1.55,0.275
1.0,0.0,1.0,0.0,2.024,3.64,0.132
0.0,1.0,0.0,0.0,2.023,1.87,0.055
0.0,0.0,1.0,0.0,2.013,0.99,0.002
1.0,0.0,1.0,0.0,2.021,2.4,0.76
1.0,0.0,0.0,1.0,2.014,1.0,1.5
1.0,1.0,0.0,0.0,2.015,1.8,1.32
1.0,0.0,0.0,1.0,2.022,1.7,0.561
0.0,0.0,0.0,1.0,2.024,1.15,0.29
0.0,0.0,1.0,0.0,2.025,2.44,0.24
0.0,1.0,0.0,0.0,2.019,1.95,0.31
0.0,0.0,1.0,0.0,2.018,1.6,0.61
0.0,1.0,0.0,0.0,2.01,1.0,1.48
0.0,1.0,0.0,0.0,2.02,1.49,1.265
0.0,0.0,1.0,0.0,2.015,1.35,0.97
0.0,0.0,1.0,0.0,2.008,1.28,0.42
0.0,0.0,1.0,0.0,2.021,1.9,0.57
0.0,0.0,1.0,0.0,2.02,2.1,0.55
0.0,0.0,1.0,0.0,2.015,2.2,0.8
1.0,0.0,0.0,1.0,2.023,1.95,0.405
0.0,0.0,0.0,1.0,2.022,1.1,0.355
0.0,1.0,0.0,0.0,2.014,1.0,0.81
1.0,0.0,0.0,1.0,2.023,1.36,0.41
0.0,0.0,1.0,0.0,2.017,1.19,0.98
0.0,1.0,0.0,0.0,2.024,3.149,0.202
0.0,1.0,0.0,0.0,2.022,3.45,0.164
0.0,1.0,0.0,0.0,2.016,1.4,0.85
0.0,0.0,1.0,0.0,2.013,1.5,1.19
0.0,0.0,1.0,0.0,2.023,2.38,0.16
0.0,0.0,1.0,0.0,2.019,1.51,0.42
1.0,0.0,0.0,1.0,2.025,1.0,0.44
0.0,0.0,1.0,0.0,2.023,1.8,0.5255
0.0,1.0,0.0,0.0,2.024,2.23,0.186
0.0,1.0,0.0,0.0,2.01,0.98,0.62
1.0,0.0,0.0,1.0,2.008,1.43,0.75
0.0,0.0,0.0,1.0,2.013,2.59,0.63
0.0,0.0,1.0,0.0,2.014,2.199,0.76
1.0,0.0,0.0,1.0,2.02,1.3,0.748
0.0,0.0,1.0,0.0,2.015,1.675,0.84
1.0,0.0,0.0,1.0,2.025,1.25,0.11
0.0,0.0,0.0,1.0,2.011,0.24,1.44385
0.0,0.0,1.0,0.0,2.022,1.2,0.14
0.0,0.0,1.0,0.0,2.013,3.1,0.00121
0.0,0.0,1.0,0.0,2.015,2.7,0.387
1.0,0.0,0.0,1.0,2.022,1.02,0.7
0.0,0.0,0.0,1.0,2.015,0.75,1.49
0.0,0.0,1.0,0.0,2.023,1.55,0.387
1.0,0.0,0.0,1.0,2.02,1.1,0.88169
1.0,1.0,0.0,0.0,2.009,1.0,0.943
0.0,0.0,1.0,0.0,2.015,2.4,1.35
1.0,0.0,0.0,1.0,2.021,1.36,0.43
0.0,0.0,1.0,0.0,2.023,2.93,0.36
0.0,0.0,1.0,0.0,2.01,1.25,0.975
0.0,0.0,1.0,0.0,2.018,2.35,1.35
0.0,0.0,1.0,0.0,2.012,0.85,0.55
0.0,1.0,0.0,0.0,2.01,0.82,1.625
1.0,0.0,1.0,0.0,2.016,1.65,1.15
0.0,1.0,0.0,0.0,2.013,1.05,1.39
0.0,0.0,1.0,0.0,2.008,0.89,1.23
0.0,1.0,0.0,0.0,2.015,1.0,0.54414
0.0,0.0,1.0,0.0,2.011,1.1,0.96
0.0,0.0,1.0,0.0,2.019,3.18,0.91
0.0,0.0,1.0,0.0,2.018,1.5899,0.565
0.0,0.0,1.0,0.0,2.016,1.7,0.85
0.0,0.0,1.0,0.0,2.015,1.45,0.91
0.0,0.0,1.0,0.0,2.024,1.5,0.024
0.0,0.0,1.0,0.0,2.02,1.73,0.88
0.0,0.0,1.0,0.0,2.017,2.15,0.57
0.0,1.0,0.0,0.0,2.02,1.9,0.24
1.0,0.0,0.0,1.0,2.022,4.15,0.304
0.0,1.0,0.0,0.0,2.019,2.05,1.043
0.0,0.0,1.0,0.0,2.019,4.3,1.0
0.0,0.0,0.0,1.0,2.012,0.7,1.5
1.0,0.0,0.0,1.0,2.023,1.69,0.55
1.0,0.0,0.0,1.0,2.023,1.09,0.59
0.0,0.0,1.0,0.0,2.011,1.05,0.924
0.0,0.0,1.0,0.0,2.017,2.0,0.34
0.0,1.0,0.0,0.0,2.014,1.29,0.617
0.0,1.0,0.0,0.0,2.025,1.95,0.08
0.0,0.0,0.0,1.0,2.009,0.53,0.85
0.0,0.0,1.0,0.0,2.021,2.3,0.56
1.0,0.0,0.0,1.0,2.025,1.2,0.445
0.0,0.0,1.0,0.0,2.017,1.69,0.63
0.0,0.0,1.0,0.0,2.024,2.65,0.303
0.0,0.0,0.0,1.0,2.014,1.35,0.96
1.0,1.0,0.0,0.0,2.023,4.35,0.285
0.0,1.0,0.0,0.0,2.019,1.99,0.2
1.0,0.0,0.0,1.0,2.022,2.55,0.81
0.0,0.0,1.0,0.0,2.012,1.04,0.82
0.0,0.0,1.0,0.0,2.022,3.15,0.267
0.0,1.0,0.0,0.0,2.023,2.6,0.21345
0.0,1.0,0.0,0.0,2.016,1.17,0.96
0.0,0.0,0.0,1.0,2.023,2.12,0.32
1.0,0.0,0.0,1.0,2.018,3.5,1.3
1.0,0.0,1.0,0.0,2.024,3.7,0.197
0.0,0.0,1.0,0.0,2.015,1.25,0.406
0.0,1.0,0.0,0.0,2.017,1.7,0.62
0.0,0.0,1.0,0.0,2.02,2.39,0.3525
0.0,0.0,0.0,1.0,2.016,0.6,1.04
0.0,1.0,0.0,0.0,2.012,1.25,0.465
0.0,0.0,0.0,1.0,2.016,1.53,0.364
0.0,0.0,1.0,0.0,2.022,1.76,0.31
1.0,0.0,1.0,0.0,2.017,0.88,1.236
1.0,1.0,0.0,0.0,2.024,1.49,0.195
0.0,1.0,0.0,0.0,2.012,1.1,0.96
0.0,0.0,1.0,0.0,2.019,2.25,0.63
0.0,0.0,1.0,0.0,2.018,1.59,0.9
0.0,1.0,0.0,0.0,2.022,3.15,0.7
1.0,0.0,0.0,1.0,2.023,1.05,0.718
0.0,1.0,0.0,0.0,2.024,1.895,0.12
0.0,1.0,0.0,0.0,2.021,2.53,0.61
0.0,0.0,1.0,0.0,2.017,2.42,0.72
1.0,0.0,0.0,1.0,2.01,0.93,1.49161
0.0,0.0,0.0,1.0,2.013,1.0,1.25
0.0,0.0,1.0,0.0,2.018,2.1,0.715
0.0,0.0,1.0,0.0,2.016,3.85,0.46
0.0,0.0,0.0,1.0,2.015,1.4,0.45
0.0,0.0,1.0,0.0,2.015,1.5,0.77
0.0,0.0,0.0,1.0,2.017,0.925,1.19
0.0,0.0,1.0,0.0,2.024,3.83,0.07853
0.0,0.0,1.0,0.0,2.015,1.85,0.86
0.0,0.0,1.0,0.0,2.024,2.055,0.25543
0.0,0.0,0.0,1.0,2.023,1.58,0.252
0.0,0.0,1.0,0.0,2.019,2.38,0.772
1.0,0.0,0.0,1.0,2.012,0.845,1.13
1.0,0.0,0.0,1.0,2.016,0.52,1.43
0.0,0.0,1.0,0.0,2.017,2.5499,0.725
0.0,0.0,0.0,1.0,2.009,0.65,0.945
0.0,0.0,1.0,0.0,2.016,1.19,0.31
0.0,0.0,1.0,0.0,2.024,1.52,0.062
1.0,0.0,0.0,1.0,2.023,2.8,0.64
0.0,0.0,1.0,0.0,2.013,1.45,1.23
0.0,0.0,1.0,0.0,2.015,1.4,0.88216
0.0,0.0,0.0,1.0,2.013,0.595,1.2
1.0,0.0,0.0,1.0,2.024,2.2,0.50128
0.0,0.0,1.0,0.0,2.008,1.58,0.62
0.0,0.0,1.0,0.0,2.024,1.85,0.0019
1.0,0.0,1.0,0.0,2.026,1.9,0.125
0.0,1.0,0.0,0.0,2.014,1.0,0.82
