anio,precio,kilometraje,transmision,combustible
2021.0,35900.0,25200.0,Automática - Secuencial,Gasolina
2024.0,38500.0,11800.0,Automática - Secuencial,Gasolina
2012.0,8300.0,29700.0,Mecánica,Gasolina
2018.0,42000.0,40000.0,Automática,Gasolina
2019.0,19990.0,40500.0,Automática - Secuencial,Gasolina
2018.0,36000.0,60400.0,Automática - Secuencial,Gasolina
2022.0,23500.0,107766.0,Mecánica,Otros
2015.0,22500.0,64000.0,Automática - Secuencial,Gasolina
2021.0,34500.0,75000.0,Automática,Gasolina
2014.0,11000.0,107500.0,Automática - Secuencial,Gasolina
2014.0,14000.0,99000.0,Automática - Secuencial,Gasolina
2019.0,22000.0,54000.0,Automática - Secuencial,Gasolina
2022.0,17500.0,60000.0,Automática - Secuencial,Gasolina
2023.0,21900.0,50600.0,Automática - Secuencial,Gasolina
2018.0,18600.0,55000.0,Automática - Secuencial,Gasolina
2018.0,20800.0,66355.0,Automática,Gasolina
2017.0,21000.0,58000.0,Automática - Secuencial,Gasolina
2023.0,12250.0,21000.0,Automática - Secuencial,Otros
2017.0,31500.0,85000.0,Automática,Gasolina
2009.0,9800.0,151500.0,Automática - Secuencial,Gasolina
2023.0,39000.0,17400.0,Automática - Secuencial,Gasolina
2018.0,20990.0,61000.0,Automática - Secuencial,Gasolina
2018.0,24900.0,78000.0,Automática - Secuencial,Gasolina
2013.0,7200.0,120000.0,Automática - Secuencial,Otros
2022.0,11500.0,89000.0,Mecánica,Otros
2017.0,11500.0,82000.0,Mecánica,Otros
2016.0,26990.0,115000.0,Automática - Secuencial,Gasolina
2019.0,20900.0,39800.0,Automática - Secuencial,Gasolina
2018.0,20900.0,66000.0,Automática,Gasolina
2019.0,22500.0,96500.0,Automática - Secuencial,Gasolina
2019.0,28400.0,69000.0,Automática,Gasolina
2023.0,21500.0,53000.0,Automática - Secuencial,Gasolina
2012.0,8900.0,54000.0,Mecánica,Gasolina
2019.0,29900.0,60000.0,Automática - Secuencial,Gasolina
2017.0,20000.0,41000.0,Automática - Secuencial,Gasolina
2017.0,14000.0,143000.0,Automática,Gasolina
2020.0,13500.0,66500.0,Automática,Gasolina
2020.0,16000.0,31500.0,Automática,Gasolina
2014.0,15000.0,93000.0,Automática,Gasolina
2011.0,13500.0,124000.0,Automática,Gasolina
2018.0,15500.0,72500.0,Automática,Gasolina
2023.0,19499.0,64500.0,Automática,Gasolina
2016.0,16500.0,75000.0,Automática,Gasolina
2017.0,19850.0,78000.0,Automática - Secuencial,Gasolina
2022.0,26700.0,59738.0,Mecánica,Otros
2021.0,28500.0,5100.0,Automática,Gasolina
2014.0,17300.0,90000.0,Automática - Secuencial,Gasolina
2018.0,30000.0,82000.0,Automática,Gasolina
2023.0,22990.0,17900.0,Automática,Gasolina
2022.0,28800.0,38000.0,Automática - Secuencial,Gasolina
2020.0,43000.0,55000.0,Automática,Gasolina
2020.0,22900.0,47000.0,Automática - Secuencial,Gasolina
2013.0,12500.0,77500.0,Automática - Secuencial,Gasolina
2016.0,17900.0,111000.0,Automática - Secuencial,Gasolina
2016.0,28000.0,80000.0,Automática,Gasolina
2021.0,24000.0,34000.0,Automática - Secuencial,Gasolina
2012.0,13500.0,110000.0,Automática - Secuencial,Gasolina
2017.0,20000.0,92500.0,Automática - Secuencial,Gasolina
2011.0,14500.0,162500.0,Automática - Secuencial,Otros
2021.0,40000.0,29800.0,Automática - Secuencial,Gasolina
2019.0,23800.0,70800.0,Automática - Secuencial,Gasolina
2019.0,15500.0,45720.0,Automática - Secuencial,Gasolina
2017.0,20500.0,47199.0,Automática - Secuencial,Gasolina
2020.0,16900.0,45500.0,Automática - Secuencial,Gasolina
2017.0,14000.0,120000.0,Automática - Secuencial,Gasolina
2020.0,35000.0,65000.0,Automática - Secuencial,Gasolina
2013.0,12000.0,95000.0,Automática - Secuencial,Gasolina
2018.0,19900.0,65000.0,Automática,Otros
2013.0,8000.0,93000.0,Mecánica,Gasolina
2022.0,35500.0,74482.0,Automática - Secuencial,Gasolina
2021.0,28500.0,35870.0,Automática - Secuencial,Gasolina
2022.0,39900.0,36000.0,Automática,Gasolina
2010.0,10500.0,110000.0,Automática,Gasolina
2015.0,18500.0,99000.0,Automática - Secuencial,Gasolina
2017.0,19500.0,66000.0,Automática - Secuencial,Gasolina
2020.0,12000.0,48500.0,Mecánica,Otros
2012.0,7000.0,76000.0,Automática,Gasolina
2016.0,37500.0,95000.0,Automática - Secuencial,Gasolina
2025.0,20000.0,31600.0,Automática - Secuencial,Gasolina
2022.0,8000.0,160000.0,Mecánica,Otros
2017.0,16900.0,53000.0,Automática - Secuencial,Gasolina
2025.0,24500.0,26000.0,Automática - Secuencial,Gasolina
2017.0,38700.0,50000.0,Automática - Secuencial,Gasolina
2017.0,26500.0,46000.0,Automática - Secuencial,Gasolina
2024.0,25000.0,6500.0,Automática,Gasolina
2020.0,35000.0,55000.0,Automática,Gasolina
2024.0,27000.0,30000.0,Mecánica,Gasolina
2020.0,27000.0,28198.0,Automática,Gasolina
2011.0,0.0,128000.0,Automática,Gasolina
2022.0,38200.0,7800.0,Automática - Secuencial,Gasolina
2022.0,15700.0,69000.0,Mecánica,Gasolina
2022.0,9000.0,60000.0,Mecánica,Otros
2022.0,16000.0,48000.0,Automática - Secuencial,Gasolina
2023.0,18500.0,10000.0,Automática - Secuencial,Gasolina
2024.0,27900.0,20900.0,Automática,Gasolina
2019.0,24900.0,44728.0,Automática,Gasolina
2018.0,26500.0,87100.0,Automática,Gasolina
2013.0,8000.0,116730.0,Mecánica,Gasolina
2018.0,21000.0,72000.0,Automática,Gasolina
2015.0,14900.0,66000.0,Automática - Secuencial,Gasolina
2008.0,13900.0,45151.0,Automática - Secuencial,Gasolina
2022.0,18200.0,62500.0,Automática - Secuencial,Gasolina
2015.0,13400.0,80000.0,Mecánica,Otros
2023.0,15900.0,29000.0,Mecánica,Otros
2025.0,34000.0,26.0,Automática,Gasolina
2020.0,12900.0,48000.0,Mecánica,Gasolina
2013.0,10500.0,90600.0,Automática,Gasolina
2025.0,16500.0,2400.0,Automática - Secuencial,Gasolina
2016.0,29900.0,67649.0,Automática - Secuencial,Gasolina
2025.0,23900.0,2645.0,Automática - Secuencial,Gasolina
2019.0,19900.0,66500.0,Automática - Secuencial,Gasolina
2019.0,14400.0,25090.0,Mecánica,Otros
2010.0,16950.0,1.0,Automática - Secuencial,Gasolina
2018.0,17200.0,65000.0,Automática - Secuencial,Gasolina
2016.0,23800.0,62000.0,Automática - Secuencial,Gasolina
2024.0,24900.0,36000.0,Automática - Secuencial,Gasolina
2022.0,41900.0,1600.0,Automática - Secuencial,Gasolina
2009.0,13900.0,73778.0,Automática - Secuencial,Gasolina
2018.0,21500.0,19500.0,Automática - Secuencial,Otros
2022.0,17000.0,30100.0,Automática - Secuencial,Gasolina
2024.0,21290.0,32500.0,Mecánica,Gasolina
2020.0,31500.0,155000.0,Automática - Secuencial,Otros
2022.0,32900.0,48000.0,Automática,Gasolina
2018.0,20500.0,33000.0,Automática - Secuencial,Gasolina
2025.0,19900.0,50.0,Automática,Gasolina
2023.0,20600.0,19400.0,Automática - Secuencial,Gasolina
2013.0,9000.0,119583.0,Mecánica,Gasolina
2012.0,11900.0,70000.0,Automática - Secuencial,Gasolina
2019.0,20990.0,76000.0,Automática - Secuencial,Gasolina
2020.0,16600.0,68000.0,Automática - Secuencial,Gasolina
2022.0,21900.0,81000.0,Automática - Secuencial,Gasolina
2018.0,28900.0,58553.0,Automática - Secuencial,Gasolina
2023.0,31000.0,35000.0,Automática,Otros
2020.0,26000.0,53872.0,Automática - Secuencial,Gasolina
2023.0,22700.0,39000.0,Automática,Gasolina
2019.0,15500.0,59425.0,Automática,Gasolina
2012.0,13500.0,134000.0,Automática - Secuencial,Gasolina
2018.0,11500.0,132644.0,Mecánica,Otros
2018.0,19900.0,82000.0,Automática - Secuencial,Gasolina
2018.0,28700.0,42000.0,Automática,Gasolina
2013.0,17000.0,92000.0,Automática - Secuencial,Gasolina
2013.0,33000.0,54534.0,Automática - Secuencial,Gasolina
2021.0,34800.0,22700.0,Automática - Secuencial,Gasolina
2018.0,21000.0,68500.0,Automática - Secuencial,Gasolina
2015.0,21990.0,65000.0,Automática,Gasolina
2013.0,8500.0,66500.0,Mecánica,Gasolina
2023.0,19200.0,55400.0,Automática - Secuencial,Gasolina
2023.0,20000.0,18000.0,Automática - Secuencial,Gasolina
2025.0,31700.0,11300.0,Automática - Secuencial,Gasolina
2026.0,31990.0,8657.0,Automática - Secuencial,Gasolina
2025.0,25490.0,500.0,Automática,Gasolina
2022.0,18500.0,30000.0,Automática - Secuencial,Gasolina
2017.0,17900.0,65781.0,Automática - Secuencial,Gasolina
2018.0,30000.0,30050.0,Automática - Secuencial,Gasolina
2019.0,15499.0,33729.0,Automática - Secuencial,Gasolina
2016.0,19000.0,113000.0,Automática - Secuencial,Gasolina
2020.0,28900.0,50513.0,Automática - Secuencial,Gasolina
2025.0,30500.0,500.0,Automática,Gasolina
2023.0,31900.0,8804.0,Automática - Secuencial,Gasolina
2013.0,13000.0,167000.0,Automática,Gasolina
2018.0,27500.0,69500.0,Automática - Secuencial,Gasolina
2023.0,35800.0,24000.0,Automática - Secuencial,Gasolina
2019.0,25700.0,62000.0,Automática - Secuencial,Gasolina
2019.0,17500.0,37900.0,Automática - Secuencial,Gasolina
2023.0,24900.0,21600.0,Automática - Secuencial,Gasolina
2025.0,28500.0,500.0,Automática,Gasolina
2018.0,27900.0,46475.0,Automática - Secuencial,Gasolina
2023.0,26490.0,18900.0,Automática - Secuencial,Gasolina
2025.0,17000.0,45000.0,Mecánica,Otros
2023.0,9250.0,105000.0,Mecánica,Otros
2020.0,39500.0,27241.0,Automática - Secuencial,Gasolina
2018.0,23200.0,72000.0,Automática,Gasolina
2022.0,17900.0,36000.0,Automática - Secuencial,Gasolina
2021.0,18000.0,37000.0,Automática - Secuencial,Otros
2019.0,19900.0,57000.0,Automática - Secuencial,Gasolina
2025.0,44000.0,3800.0,Automática - Secuencial,Gasolina
2022.0,0.0,12000.0,Automática - Secuencial,Gasolina
2014.0,12000.0,163000.0,Mecánica,Otros
2020.0,23000.0,20000.0,Automática - Secuencial,Otros
2017.0,16200.0,96500.0,Automática - Secuencial,Otros
2012.0,18900.0,54121.0,Automática - Secuencial,Gasolina
2012.0,18500.0,81300.0,Automática - Secuencial,Gasolina
2021.0,23900.0,28316.0,Automática - Secuencial,Gasolina
2024.0,27500.0,37600.0,Automática - Secuencial,Gasolina
2019.0,18000.0,29000.0,Automática - Secuencial,Gasolina
2019.0,30000.0,67000.0,Automática - Secuencial,Gasolina
2021.0,10500.0,118569.0,Mecánica,Otros
2018.0,27900.0,79000.0,Automática - Secuencial,Otros
2021.0,35700.0,33800.0,Automática - Secuencial,Gasolina
2017.0,26000.0,50000.0,Automática,Gasolina
2014.0,34500.0,107.0,Automática - Secuencial,Gasolina
2021.0,23500.0,26000.0,Automática,Gasolina
2013.0,13900.0,103500.0,Mecánica,Otros
2025.0,27000.0,9200.0,Automática - Secuencial,Gasolina
2020.0,14990.0,25000.0,Mecánica,Otros
2022.0,10600.0,95000.0,Automática,Otros
2018.0,29000.0,45000.0,Automática - Secuencial,Gasolina
2008.0,30000.0,135425.0,Automática,Gasolina
2023.0,18500.0,17000.0,Automática - Secuencial,Gasolina
2015.0,14000.0,78000.0,Automática - Secuencial,Gasolina
2015.0,25900.0,99000.0,Automática - Secuencial,Gasolina
2022.0,35000.0,14500.0,Automática - Secuencial,Gasolina
2019.0,25000.0,53000.0,Automática - Secuencial,Gasolina
2017.0,31000.0,35000.0,Mecánica,Otros
2023.0,17800.0,27800.0,Automática - Secuencial,Gasolina
2018.0,23900.0,97000.0,Automática - Secuencial,Gasolina
2017.0,16500.0,105000.0,Automática,Gasolina
2022.0,18200.0,77000.0,Automática,Gasolina
2014.0,11200.0,110000.0,Automática - Secuencial,Gasolina
2023.0,14900.0,11528.0,Mecánica,Gasolina
2019.0,13000.0,55000.0,Mecánica,Gasolina
2014.0,12500.0,75146.0,Mecánica,Gasolina
2022.0,12249.0,87000.0,Mecánica,Gasolina
2015.0,14900.0,74000.0,Automática,Gasolina
2019.0,34900.0,33000.0,Automática - Secuencial,Gasolina
2014.0,13000.0,92000.0,Automática - Secuencial,Gasolina
2009.0,11600.0,120000.0,Automática,Gasolina
2011.0,10000.0,76500.0,Automática,Gasolina
2024.0,45000.0,13000.0,Automática,Gasolina
2012.0,45000.0,158917.0,Automática,Gasolina
2014.0,45000.0,35000.0,Mecánica,Otros
2023.0,17950.0,74300.0,Mecánica,Otros
2014.0,13000.0,89500.0,Automática,Otros
2017.0,16300.0,112000.0,Automática - Secuencial,Gasolina
2016.0,22500.0,120000.0,Automática - Secuencial,Gasolina
2016.0,33000.0,67473.0,Automática - Secuencial,Gasolina
2015.0,21500.0,78000.0,Automática,Gasolina
2018.0,12900.0,92000.0,Mecánica,Otros
2017.0,37000.0,27000.0,Mecánica,Gasolina
2018.0,17500.0,93300.0,Automática,Gasolina
2016.0,12490.0,93000.0,Automática - Secuencial,Gasolina
2025.0,11500.0,33000.0,Mecánica,Otros
2007.0,23900.0,52000.0,Mecánica,Otros
2021.0,20000.0,48069.0,Mecánica,Gasolina
2023.0,13500.0,70000.0,Mecánica,Gasolina
2021.0,38000.0,28000.0,Automática - Secuencial,Gasolina
2017.0,12000.0,132803.0,Mecánica,Gasolina
2013.0,12500.0,88200.0,Automática - Secuencial,Gasolina
2021.0,40000.0,63000.0,Automática - Secuencial,Gasolina
2008.0,12900.0,78000.0,Mecánica,Gasolina
2024.0,10000.0,500.0,Mecánica,Otros
2022.0,17500.0,38000.0,Automática - Secuencial,Gasolina
2024.0,27000.0,65000.0,Mecánica,Otros
2022.0,17500.0,22000.0,Mecánica,Otros
2014.0,13000.0,65000.0,Automática - Secuencial,Otros
2025.0,31000.0,18000.0,Automática - Secuencial,Gasolina
2017.0,13900.0,99400.0,Mecánica,Gasolina
2013.0,16500.0,128000.0,Mecánica,Otros
2022.0,10500.0,78000.0,Automática - Secuencial,Gasolina
2021.0,30000.0,37000.0,Automática,Gasolina
2021.0,23900.0,68511.0,Automática,Otros
2020.0,19000.0,40000.0,Automática,Gasolina
2020.0,45000.0,70418.0,Automática - Secuencial,Gasolina
2020.0,26500.0,68000.0,Automática - Secuencial,Gasolina
2015.0,15500.0,111000.0,Automática - Secuencial,Gasolina
2017.0,39000.0,49000.0,Automática - Secuencial,Gasolina
2018.0,22500.0,58000.0,Automática - Secuencial,Gasolina
2021.0,32500.0,48000.0,Automática,Gasolina
2013.0,8500.0,48200.0,Mecánica,Gasolina
2017.0,23900.0,43335.0,Automática - Secuencial,Gasolina
2015.0,31600.0,77000.0,Automática - Secuencial,Gasolina
2017.0,12900.0,98917.0,Automática - Secuencial,Gasolina
2019.0,34000.0,81000.0,Automática - Secuencial,Gasolina
2012.0,18500.0,129500.0,Automática,Gasolina
2019.0,39799.0,73000.0,Automática - Secuencial,Gasolina
2020.0,31000.0,35500.0,Automática - Secuencial,Gasolina
2023.0,23000.0,71000.0,Mecánica,Otros
2018.0,16990.0,47000.0,Automática - Secuencial,Gasolina
2015.0,15900.0,94000.0,Automática - Secuencial,Gasolina
2022.0,10850.0,102000.0,Mecánica,Otros
2022.0,40000.0,46000.0,Automática - Secuencial,Gasolina
2019.0,13500.0,56000.0,Automática - Secuencial,Gasolina
2024.0,28500.0,42000.0,Automática,Gasolina
2017.0,15700.0,115700.0,Mecánica,Gasolina
2022.0,40500.0,35000.0,Automática - Secuencial,Gasolina
2021.0,22900.0,22000.0,Automática - Secuencial,Gasolina
2020.0,26900.0,42000.0,Automática - Secuencial,Gasolina
2008.0,13500.0,61724.0,Automática - Secuencial,Gasolina
2015.0,12000.0,83000.0,Mecánica,Gasolina
2015.0,8500.0,94100.0,Mecánica,Otros
2018.0,33000.0,52000.0,Automática,Gasolina
2015.0,16900.0,81000.0,Automática - Secuencial,Gasolina
2019.0,15200.0,54000.0,Automática - Secuencial,Gasolina
2016.0,10500.0,89450.0,Automática,Gasolina
2014.0,11999.0,105000.0,Automática - Secuencial,Gasolina
2018.0,16880.0,70500.0,Automática,Gasolina
2023.0,31890.0,36750.0,Automática - Secuencial,Gasolina
2017.0,39200.0,53100.0,Automática,Gasolina
2020.0,29900.0,63000.0,Automática - Secuencial,Gasolina
2022.0,13500.0,54000.0,Automática,Gasolina
2020.0,11000.0,46500.0,Automática - Secuencial,Gasolina
2018.0,19700.0,43000.0,Automática - Secuencial,Gasolina
2008.0,22000.0,25000.0,Automática - Secuencial,Gasolina
2022.0,17200.0,69200.0,Automática,Gasolina
2020.0,13600.0,74000.0,Mecánica,Gasolina
2015.0,13000.0,52000.0,Automática,Gasolina
2021.0,13500.0,75000.0,Automática,Gasolina
2016.0,18300.0,68636.0,Automática - Secuencial,Gasolina
2017.0,16499.0,44000.0,Automática,Gasolina
2018.0,11600.0,61300.0,Mecánica,Otros
2024.0,39000.0,46951.0,Automática - Secuencial,Gasolina
2017.0,23700.0,126000.0,Automática,Otros
2023.0,9100.0,87000.0,Mecánica,Otros
2020.0,13800.0,39850.0,Automática,Otros
2020.0,31000.0,26000.0,Automática - Secuencial,Gasolina
2012.0,11000.0,140000.0,Automática,Gasolina
2023.0,38900.0,20000.0,Automática - Secuencial,Gasolina
2010.0,12900.0,90700.0,Automática - Secuencial,Gasolina
2021.0,23490.0,36150.0,Automática - Secuencial,Gasolina
2023.0,28200.0,22300.0,Automática,Gasolina
2022.0,40900.0,46500.0,Automática - Secuencial,Gasolina
2017.0,18500.0,87800.0,Automática - Secuencial,Gasolina
2022.0,38999.0,63000.0,Automática,Gasolina
2023.0,13000.0,40000.0,Mecánica,Otros
2020.0,22000.0,60000.0,Automática,Gasolina
2026.0,15850.0,7700.0,Mecánica,Gasolina
2017.0,13500.0,92500.0,Automática - Secuencial,Gasolina
2012.0,18900.0,130900.0,Automática - Secuencial,Gasolina
2018.0,25500.0,51500.0,Automática,Gasolina
2011.0,43000.0,81400.0,Automática,Gasolina
2014.0,12500.0,71700.0,Automática - Secuencial,Gasolina
2019.0,14500.0,41399.0,Mecánica,Gasolina
2023.0,19000.0,20400.0,Automática,Gasolina
2016.0,15500.0,78530.0,Automática - Secuencial,Gasolina
2019.0,33500.0,33900.0,Automática,Gasolina
2012.0,12900.0,126500.0,Mecánica,Gasolina
2022.0,40900.0,19000.0,Automática - Secuencial,Gasolina
2016.0,23000.0,134000.0,Automática,Gasolina
2016.0,13400.0,150000.0,Automática - Secuencial,Gasolina
2024.0,36990.0,37000.0,Automática - Secuencial,Gasolina
2020.0,42000.0,36000.0,Automática - Secuencial,Gasolina
2015.0,15500.0,60078.0,Automática,Gasolina
2017.0,17200.0,80000.0,Automática,Gasolina
2022.0,11500.0,30466.0,Automática,Gasolina
2015.0,16500.0,53000.0,Automática,Gasolina
2014.0,11900.0,127000.0,Mecánica,Gasolina
2020.0,17600.0,65000.0,Automática,Gasolina
2023.0,39000.0,10000.0,Automática - Secuencial,Otros
2013.0,15000.0,92500.0,Automática - Secuencial,Gasolina
2018.0,24500.0,83000.0,Automática - Secuencial,Gasolina
2017.0,17500.0,58500.0,Automática,Gasolina
2015.0,15500.0,120000.0,Automática - Secuencial,Otros
2017.0,33000.0,66000.0,Automática - Secuencial,Otros
2017.0,12000.0,12500.0,Automática - Secuencial,Gasolina
2016.0,21000.0,67500.0,Automática,Gasolina
2023.0,29000.0,83000.0,Mecánica,Otros
2021.0,31500.0,68000.0,Automática - Secuencial,Gasolina
2020.0,22000.0,44900.0,Automática,Gasolina
2013.0,6900.0,64000.0,Mecánica,Gasolina
2020.0,21000.0,65000.0,Automática - Secuencial,Gasolina
2023.0,39000.0,10000.0,Automática - Secuencial,Otros
2022.0,15500.0,39000.0,Mecánica,Gasolina
2021.0,22000.0,41162.0,Automática,Gasolina
2019.0,21000.0,59000.0,Automática - Secuencial,Gasolina
2023.0,24800.0,28000.0,Automática - Secuencial,Gasolina
2019.0,16500.0,83000.0,Automática,Gasolina
2014.0,23900.0,76000.0,Automática - Secuencial,Gasolina
2013.0,12500.0,151000.0,Automática - Secuencial,Gasolina
2021.0,24900.0,82000.0,Automática,Gasolina
2018.0,13000.0,62600.0,Mecánica,Gasolina
2018.0,8500.0,62000.0,Automática - Secuencial,Gasolina
2024.0,26900.0,11990.0,Automática,Gasolina
2014.0,28000.0,94000.0,Automática,Gasolina
2017.0,31900.0,27000.0,Automática - Secuencial,Gasolina
2023.0,18700.0,12000.0,Automática - Secuencial,Otros
2021.0,12100.0,53558.0,Automática,Otros
2014.0,15000.0,82000.0,Mecánica,Gasolina
2019.0,17800.0,78000.0,Automática,Gasolina
2024.0,23000.0,12657.0,Automática - Secuencial,Otros
2019.0,22900.0,73500.0,Automática - Secuencial,Gasolina
2016.0,18900.0,70000.0,Automática - Secuencial,Gasolina
2023.0,21300.0,19200.0,Automática,Gasolina
2017.0,26000.0,83000.0,Automática,Gasolina
2015.0,12500.0,122000.0,Automática - Secuencial,Gasolina
2022.0,43900.0,37000.0,Automática - Secuencial,Gasolina
2019.0,20000.0,125000.0,Mecánica,Otros
2025.0,23500.0,30000.0,Automática,Otros
2022.0,31000.0,4500.0,Automática,Gasolina
2014.0,13000.0,67500.0,Automática - Secuencial,Gasolina
2020.0,29000.0,69000.0,Automática - Secuencial,Gasolina
2021.0,35000.0,50500.0,Automática,Gasolina
2020.0,6800.0,105.0,Mecánica,Otros
2017.0,22000.0,62840.0,Automática - Secuencial,Gasolina
2024.0,17900.0,10000.0,Automática - Secuencial,Gasolina
2015.0,42000.0,48000.0,Automática - Secuencial,Gasolina
2020.0,25990.0,31200.0,Automática - Secuencial,Gasolina
2014.0,17800.0,92500.0,Automática,Otros
2023.0,38000.0,21500.0,Automática,Gasolina
2026.0,34190.0,1250.0,Automática - Secuencial,Gasolina
2022.0,15990.0,35500.0,Automática,Gasolina
2021.0,30900.0,81000.0,Automática - Secuencial,Gasolina
2010.0,9400.0,125643.0,Automática,Gasolina
2014.0,9500.0,97000.0,Automática,Otros
2017.0,20500.0,62000.0,Automática - Secuencial,Gasolina
2020.0,11500.0,35765.0,Mecánica,Gasolina
2024.0,12900.0,400.0,Mecánica,Otros
2017.0,29990.0,58600.0,Automática - Secuencial,Gasolina
2026.0,35500.0,1500.0,Automática - Secuencial,Gasolina
2024.0,24990.0,14221.0,Mecánica,Otros
2015.0,15500.0,78000.0,Automática - Secuencial,Gasolina
2023.0,13300.0,73000.0,Mecánica,Otros
2021.0,15500.0,78000.0,Automática,Otros
2013.0,16000.0,130500.0,Automática - Secuencial,Gasolina
2017.0,18300.0,51571.0,Automática - Secuencial,Gasolina
2017.0,21500.0,96254.0,Automática,Gasolina
2019.0,13500.0,79982.0,Mecánica,Gasolina
2019.0,14800.0,27000.0,Mecánica,Gasolina
2023.0,33500.0,31000.0,Automática - Secuencial,Gasolina
2018.0,18800.0,51800.0,Automática - Secuencial,Otros
2025.0,33000.0,3250.0,Automática,Gasolina
2010.0,25900.0,56000.0,Automática - Secuencial,Gasolina
2022.0,13600.0,41000.0,Mecánica,Gasolina
2014.0,13900.0,74000.0,Automática - Secuencial,Otros
2014.0,7500.0,35000.0,Mecánica,Gasolina
2015.0,15300.0,82000.0,Automática,Gasolina
2010.0,20000.0,103000.0,Automática,Gasolina
2024.0,12290.0,27000.0,Mecánica,Gasolina
2024.0,16600.0,3000.0,Automática - Secuencial,Gasolina
2014.0,11000.0,79000.0,Automática - Secuencial,Gasolina
2018.0,25000.0,1000.0,Mecánica,Gasolina
2017.0,19800.0,20500.0,Automática - Secuencial,Gasolina
2009.0,8500.0,76000.0,Mecánica,Gasolina
2014.0,14990.0,92765.0,Automática - Secuencial,Gasolina
2017.0,25000.0,90000.0,Automática,Gasolina
2023.0,28390.0,38000.0,Automática - Secuencial,Gasolina
2016.0,11900.0,37000.0,Automática,Gasolina
2022.0,17000.0,33000.0,Mecánica,Gasolina
2022.0,40500.0,20900.0,Automática - Secuencial,Gasolina
2023.0,16300.0,60000.0,Mecánica,Otros
2012.0,8800.0,124000.0,Automática,Otros
2016.0,17000.0,41000.0,Automática,Gasolina
2018.0,28900.0,69000.0,Automática - Secuencial,Gasolina
2024.0,35000.0,9000.0,Automática - Secuencial,Otros
2016.0,14000.0,89200.0,Automática - Secuencial,Gasolina
2018.0,19900.0,63000.0,Automática - Secuencial,Gasolina
2023.0,27500.0,25500.0,Automática,Gasolina
2025.0,12000.0,35000.0,Mecánica,Otros
2016.0,10700.0,78000.0,Automática - Secuencial,Otros
2014.0,12900.0,110000.0,Automática - Secuencial,Gasolina
2010.0,8900.0,96000.0,Automática - Secuencial,Gasolina
2026.0,37300.0,5300.0,Automática - Secuencial,Gasolina
2018.0,28900.0,59500.0,Automática - Secuencial,Gasolina
2017.0,8200.0,60000.0,Mecánica,Gasolina
2023.0,21000.0,22500.0,Automática,Gasolina
2022.0,12500.0,58500.0,Automática,Gasolina
2022.0,12500.0,31000.0,Mecánica,Gasolina
2022.0,13200.0,32700.0,Automática - Secuencial,Gasolina
2023.0,37000.0,34593.0,Automática,Gasolina
2018.0,22500.0,18000.0,Automática - Secuencial,Gasolina
2023.0,23000.0,33500.0,Automática,Gasolina
2017.0,21900.0,70000.0,Automática - Secuencial,Gasolina
2018.0,11500.0,77000.0,Automática - Secuencial,Gasolina
2012.0,11500.0,87000.0,Automática - Secuencial,Gasolina
2023.0,25360.0,9000.0,Mecánica,Otros
2012.0,9700.0,10411.0,Mecánica,Gasolina
2015.0,13000.0,150000.0,Automática,Gasolina
2012.0,16900.0,69000.0,Automática - Secuencial,Gasolina
2017.0,12900.0,45000.0,Automática - Secuencial,Gasolina
2016.0,8500.0,100000.0,Mecánica,Otros
2023.0,16500.0,60000.0,Automática - Secuencial,Gasolina
2014.0,12499.0,58930.0,Automática,Gasolina
2020.0,21000.0,49000.0,Automática - Secuencial,Gasolina
2022.0,16000.0,26689.0,Mecánica,Gasolina
2023.0,24900.0,21600.0,Automática - Secuencial,Gasolina
2016.0,19000.0,88000.0,Automática - Secuencial,Gasolina
2013.0,13000.0,96000.0,Automática - Secuencial,Gasolina
2024.0,17500.0,62000.0,Mecánica,Gasolina
2026.0,26000.0,2600.0,Automática,Gasolina
2018.0,14800.0,78000.0,Mecánica,Gasolina
2019.0,11500.0,42582.0,Mecánica,Otros
2014.0,20500.0,111500.0,Automática - Secuencial,Otros
2024.0,20500.0,28000.0,Automática - Secuencial,Gasolina
2019.0,15900.0,120000.0,Mecánica,Gasolina
2017.0,9400.0,91000.0,Automática,Gasolina
2019.0,10360.0,84400.0,Mecánica,Otros
2016.0,33900.0,93121.0,Automática - Secuencial,Gasolina
2011.0,12000.0,114500.0,Automática,Gasolina
2016.0,20500.0,70000.0,Automática - Secuencial,Gasolina
2023.0,14500.0,44000.0,Mecánica,Gasolina
2016.0,30000.0,29500.0,Automática,Gasolina
2025.0,33000.0,2750.0,Mecánica,Otros
2017.0,27000.0,58000.0,Automática,Gasolina
2019.0,30500.0,44090.0,Mecánica,Gasolina
2014.0,12300.0,63350.0,Automática - Secuencial,Gasolina
2017.0,15500.0,19200.0,Automática - Secuencial,Gasolina
2016.0,18000.0,96000.0,Automática - Secuencial,Gasolina
2015.0,42000.0,57400.0,Automática - Secuencial,Gasolina
2022.0,36000.0,18000.0,Automática,Gasolina
2024.0,14500.0,60000.0,Mecánica,Otros
2024.0,10600.0,35000.0,Mecánica,Otros
2010.0,9990.0,86750.0,Automática,Otros
2020.0,22900.0,70000.0,Automática,Gasolina
2013.0,11100.0,92000.0,Automática - Secuencial,Gasolina
2014.0,15000.0,78.0,Mecánica,Gasolina
2016.0,21000.0,82000.0,Automática,Gasolina
