url_anuncio,imagen_auto,marca,titulo,anio,precio,kilometraje,transmision,combustible
https://neoauto.com/auto/seminuevo/ford-fusion-2018-1864758,https://cdn.neoauto.com/elements/autos_usados/360x240/490916/490916_5741925.webp,Ford,Ford Fusion 2018,2018,"US$16,900","28,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/jaguar-f-pace-2018-1856328,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_7876980.webp,Jaguar,Jaguar F-Pace 2018,2018,"US$29,900","67,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2020-1861601,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_5450291.webp,Jeep,Jeep Grand Cherokee Laredo 2020,2020,"US$28,900","63,758 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/lexus-lx-570-2018-1854234,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_4764619.webp,Lexus,Lexus Lx 570 2018,2018,"US$75,000","96,336 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-limited-2019-1869444,https://cdn.neoauto.com/elements/autos_usados/360x240/734431/734431_3187530.webp,Jeep,Jeep Grand Cherokee Limited 2019,2019,"US$32,000","44,900 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/kia-seltos-2025-1867566,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_7266984.webp,Kia,Kia Seltos 2025,2025,"US$23,490","24,597 km",Automática - Secuencial,GLP
https://neoauto.com/auto/seminuevo/ram-2500-2020-1864436,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_5946678.webp,RAM,Ram 2500 2020,2020,"US$109,900","22,337 km",Automática,Diesel
https://neoauto.com/auto/seminuevo/bmw-x5-2018-1824010,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_2621207.webp,BMW,Bmw X5 2018,2018,"US$30,000","87,209 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2023-1868285,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_7502923.webp,Volkswagen,Volkswagen Tiguan Allspace 2023,2023,"US$31,900","21,191 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/audi-q5-2025-1869351,https://cdn.neoauto.com/elements/autos_usados/360x240/746429/746429_8952163.webp,Audi,Audi Q5 2025,2025,"US$51,990","18,800 km",Automática,Gasolina-Híbrido
https://neoauto.com/auto/seminuevo/mercedes-benz-gle-400-4matic-2016-1855314,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_3871265.webp,Mercedes-Benz,Mercedes Benz Gle 400 4matic 2016,2016,"US$22,900","120,805 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/bmw-m4-2016-1869130,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_1363452.webp,BMW,Bmw M4 2016,2016,"US$59,900","41,028 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/jeep-compass-sport-2016-1864920,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_7061330.webp,Jeep,Jeep Compass Sport 2016,2016,"US$16,900","76,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/xiaomi-su7-2025-1867898,https://cdn.neoauto.com/elements/autos_usados/360x240/747531/747531_8617654.webp,Xiaomi,Xiaomi Su7 2025,2025,"US$175,000",200 km,Automática - Secuencial,Eléctrico
https://neoauto.com/auto/seminuevo/mitsubishi-montero-sport-2017-1867672,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_6242036.webp,Mitsubishi,Mitsubishi Montero Sport 2017,2017,"US$24,900","83,725 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-a200-2021-1868445,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_9234024.webp,Mercedes-Benz,Mercedes Benz A200 2021,2021,"US$25,490","23,400 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2020-1869358,https://cdn.neoauto.com/elements/autos_usados/360x240/463366/463366_3948389.webp,Land Rover,Land Rover Range Rover Sport 2020,2020,"US$85,900","27,500 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/honda-pilot-2014-1868113,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_9307285.webp,Honda,Honda Pilot 2014,2014,"US$15,900","164,581 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mazda-cx-5-2017-1864541,https://cdn.neoauto.com/elements/autos_usados/360x240/714661/714661_3770121.webp,Mazda,Mazda Cx-5 2017,2017,"US$18,900","83,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/mg-mgb-gt-1967-1868981,https://cdn.neoauto.com/elements/autos_usados/360x240/659946/659946_1439860.webp,MG,Mg Mgb-Gt 1967,1967,"US$29,000","13,340 km",Mecánica,Gasolina
https://neoauto.com/auto/seminuevo/bmw-x3-20i-2017-1827598,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_2513660.webp,BMW,Bmw X3 20i 2017,2017,"US$27,500","44,085 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/hyundai-kona-2025-1867462,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_4433351.webp,Hyundai,Hyundai Kona 2025,2025,"US$24,990","13,734 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/ford-territory-2025-1869187,https://cdn.neoauto.com/elements/autos_usados/360x240/490916/490916_5597607.webp,Ford,Ford Territory 2025,2025,"US$26,900","4,700 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2019-1867065,https://cdn.neoauto.com/elements/autos_usados/360x240/242077/242077_5917678.webp,Jeep,Jeep Grand Cherokee Laredo 2019,2019,"US$25,100","172,477 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-c-63-amg-s-2010-1865396,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_6584899.webp,Mercedes-Benz,Mercedes Benz C 63 Amg S 2010,2010,"US$19,900","86,625 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/jeep-renegade-2026-1862717,https://cdn.neoauto.com/elements/autos_usados/360x240/747531/747531_4299007.webp,Jeep,Jeep Renegade 2026,2026,"US$28,000",700 km,Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/bmw-m4-2016-1869140,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_8338666.webp,BMW,Bmw M4 2016,2016,"US$49,990","41,200 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/porsche-macan-2018-1867575,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_7057040.webp,Porsche,Porsche Macan 2018,2018,"US$37,900","52,580 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/audi-a3-sportback-2020-1869113,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_6750681.webp,Audi,Audi A3 Sportback 2020,2020,"US$20,900","45,972 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/maserati-levante-2019-1866763,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_7274981.webp,Maserati,Maserati Levante 2019,2019,"US$65,900","92,977 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/subaru-evoltis-2021-1867110,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_5314039.webp,Subaru,Subaru Evoltis 2021,2021,"US$36,900","46,755 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-cla-180-2019-1868164,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_4776779.webp,Mercedes-Benz,Mercedes Benz Cla 180 2019,2019,"US$19,900","77,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-c63-amg-s-2016-1869207,https://cdn.neoauto.com/elements/autos_usados/360x240/749844/749844_1035748.webp,Mercedes-Benz,Mercedes-Benz C63 Amg S 2016,2016,"US$44,900","55,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/audi-a4-2021-1867739,https://cdn.neoauto.com/elements/autos_usados/360x240/671842/671842_4957858.webp,Audi,Audi A4 2021,2021,"US$23,900","68,200 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/audi-a3-sedan-2019-1868096,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_3847610.webp,Audi,Audi A3 Sedan 2019,2019,"US$17,500","155,334 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-gle-63-s-amg-4matic-coupe-2023-1843007,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_7151754.webp,Mercedes-Benz,Mercedes Benz Gle 63 S Amg 4matic Coupe 2023,2023,"US$139,990","31,000 km",Automática,Gasolina-Híbrido
https://neoauto.com/auto/seminuevo/honda-pilot-2022-1863837,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_5129653.webp,Honda,Honda Pilot 2022,2022,"US$39,900","46,861 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-limited-2020-1860135,https://cdn.neoauto.com/elements/autos_usados/360x240/617446/617446_6214351.webp,Jeep,Jeep Grand Cherokee Limited 2020,2020,"US$32,000","71,300 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/hyundai-staria-2023-1854022,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_4141366.webp,Hyundai,Hyundai Staria 2023,2023,"US$22,490","42,859 km",Mecánica,Diesel
https://neoauto.com/auto/seminuevo/bmw-316-2014-1868172,https://cdn.neoauto.com/elements/autos_usados/360x240/714661/714661_4436533.webp,BMW,Bmw 316 2014,2014,"US$13,900","91,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mini-hatch-jcw-2026-1868415,https://cdn.neoauto.com/elements/autos_usados/360x240/659946/659946_4913861.webp,Mini,Mini Hatch Jcw 2026,2026,"US$45,900","2,390 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/hyundai-kona-2023-1867572,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_3825467.webp,Hyundai,Hyundai Kona 2023,2023,"US$20,990","1,653 km",Automática,Eléctrico
https://neoauto.com/auto/seminuevo/ford-escape-2022-1868978,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_1097675.webp,Ford,Ford Escape 2022,2022,"US$30,900","9,090 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mazda-cx-5-2016-1868165,https://cdn.neoauto.com/elements/autos_usados/360x240/714661/714661_3474333.webp,Mazda,Mazda Cx-5 2016,2016,"US$16,900","69,900 km",Mecánica,Gasolina
https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2016-1798071,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_5206639.webp,Jeep,Jeep Grand Cherokee Laredo 2016,2016,"US$21,500","112,265 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/mini-countryman-jcw-2025-1865783,https://cdn.neoauto.com/elements/autos_usados/360x240/208604/208604_9810856.webp,Mini,Mini Countryman Jcw 2025,2025,"US$57,991","12,072 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/chevrolet-captiva-2023-1867649,https://cdn.neoauto.com/elements/autos_usados/360x240/708742/708742_4477198.webp,Chevrolet,Chevrolet Captiva 2023,2023,"US$15,990","38,340 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-gle-53-amg-2023-1850061,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_5696117.webp,Mercedes-Benz,Mercedes Benz Gle 53 Amg 2023,2023,"US$95,990","17,000 km",Automática,Gasolina-Híbrido
https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2019-1828230,https://cdn.neoauto.com/elements/autos_usados/360x240/757187/757187_3441109.webp,Land Rover,Land Rover Range Rover Sport 2019,2019,"US$56,000","99,280 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/audi-a4-2018-1867641,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_4438577.webp,Audi,Audi A4 2018,2018,"US$21,900","45,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/audi-q5-sportback-2023-1866866,https://cdn.neoauto.com/elements/autos_usados/360x240/714661/714661_5400857.webp,Audi,Audi Q5 Sportback 2023,2023,"US$48,900","40,500 km",Automática - Secuencial,Gasolina-Híbrido
https://neoauto.com/auto/seminuevo/jeep-commander-2025-1868965,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_9211317.webp,Jeep,Jeep Commander 2025,2025,"US$39,490",400 km,Automática,Gasolina
https://neoauto.com/auto/seminuevo/mitsubishi-asx-2013-1867889,https://cdn.neoauto.com/elements/autos_usados/360x240/490916/490916_6324944.webp,Mitsubishi,Mitsubishi Asx 2013,2013,"US$11,900","105,400 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/nissan-patrol-2021-1866204,https://cdn.neoauto.com/elements/autos_usados/360x240/659946/659946_7406161.webp,Nissan,Nissan Patrol 2021,2021,"US$62,990","48,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/mazda-cx-60-2024-1863808,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_1837048.webp,Mazda,Mazda Cx-60 2024,2024,"US$45,990","10,500 km",Automática,Gasolina-Híbrido
https://neoauto.com/auto/seminuevo/mazda-cx-30-2025-1869116,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_5249827.webp,Mazda,Mazda Cx-30 2025,2025,"US$27,900","9,801 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/lexus-rx-500h-f-sport-2024-1858832,https://cdn.neoauto.com/elements/autos_usados/360x240/557609/557609_3871593.webp,Lexus,Lexus Rx 500h F Sport 2024,2024,"US$79,900","20,200 km",Automática - Secuencial,Gasolina-Híbrido
https://neoauto.com/auto/seminuevo/hyundai-venue-2026-1869033,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_7750732.webp,Hyundai,Hyundai Venue 2026,2026,"US$19,990",17 km,Automática,Gasolina
https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-2024-1869423,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_4208934.webp,Jeep,Jeep Grand Cherokee 2024,2024,"US$61,990","3,500 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/bmw-x5-m-2010-1847821,https://cdn.neoauto.com/elements/autos_usados/360x240/463366/463366_9889030.webp,BMW,Bmw X5 M 2010,2010,"US$25,900","74,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/kia-mohave-2018-1807885,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_6432219.webp,Kia,Kia Mohave 2018,2018,"US$24,900","35,951 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/toyota-agya-2024-1869177,https://cdn.neoauto.com/elements/autos_usados/360x240/650434/650434_8587308.webp,Toyota,Toyota Agya 2024,2024,"US$11,000","41,366 km",Mecánica,Dual
https://neoauto.com/auto/seminuevo/nissan-v-drive-2024-1867563,https://cdn.neoauto.com/elements/autos_usados/360x240/708742/708742_3338006.webp,Nissan,Nissan V-Drive 2024,2024,"US$13,800","8,000 km",Mecánica,Dual
https://neoauto.com/auto/seminuevo/chevrolet-colorado-2022-1858850,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_8415778.webp,Chevrolet,Chevrolet Colorado 2022,2022,"US$18,900","40,773 km",Mecánica,Diesel
https://neoauto.com/auto/seminuevo/jetour-traveller-2026-1866316,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_7179442.webp,Jetour,Jetour Traveller 2026,2026,"US$31,900",0 km,Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/volvo-xc-40-2021-1861497,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_6981538.webp,Volvo,Volvo Xc-40 2021,2021,"US$30,500","41,500 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/bmw-x1-2017-1868535,https://cdn.neoauto.com/elements/autos_usados/360x240/708742/708742_2885393.webp,BMW,Bmw X1 2017,2017,"US$21,590","74,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-g-500-2020-1864559,https://cdn.neoauto.com/elements/autos_usados/360x240/747531/747531_5675306.webp,Mercedes-Benz,Mercedes Benz G 500 2020,2020,"US$185,000","42,500 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/hyundai-kona-2025-1868718,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_7306682.webp,Hyundai,Hyundai Kona 2025,2025,"US$24,990","11,977 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/audi-q5-2023-1866224,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_7298807.webp,Audi,Audi Q5 2023,2023,"US$44,990","41,500 km",Automática,Gasolina-Híbrido
https://neoauto.com/auto/seminuevo/nissan-x-trail-2024-1869196,https://cdn.neoauto.com/elements/autos_usados/360x240/752061/752061_3012606.webp,Nissan,Nissan X-Trail 2024,2024,"US$41,990","21,100 km",Automática - Secuencial,Eléctrico
https://neoauto.com/auto/seminuevo/audi-q7-2016-1864608,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_6177025.webp,Audi,Audi Q7 2016,2016,"US$29,900","63,831 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/audi-q3-sportback-2024-1867000,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_2543508.webp,Audi,Audi Q3 Sportback 2024,2024,"US$42,900","9,664 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-e-300-2017-1867899,https://cdn.neoauto.com/elements/autos_usados/360x240/747531/747531_6601842.webp,Mercedes-Benz,Mercedes Benz E-300 2017,2017,"US$30,000","32,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/chevrolet-sonic-2015-1863741,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_2395213.webp,Chevrolet,Chevrolet Sonic 2015,2015,"US$11,500","86,592 km",Automática - Secuencial,GNV
https://neoauto.com/auto/seminuevo/land-rover-range-rover-evoque-2016-1840476,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_5695091.webp,Land Rover,Land Rover Range Rover Evoque 2016,2016,"US$24,900","79,108 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/toyota-land-cruiser-prado-2023-1862685,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_7399798.webp,Toyota,Toyota Land Cruiser Prado 2023,2023,"US$64,000","54,700 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/ford-explorer-2021-1869055,https://cdn.neoauto.com/elements/autos_usados/360x240/257099/257099_8933190.webp,Ford,Ford Explorer 2021,2021,"US$42,900","46,670 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2020-1832100,https://cdn.neoauto.com/elements/autos_usados/360x240/754271/754271_9842791.webp,Volkswagen,Volkswagen Tiguan Allspace 2020,2020,"US$23,900","67,600 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/volkswagen-gol-2015-1866734,https://cdn.neoauto.com/elements/autos_usados/360x240/490916/490916_5792132.webp,Volkswagen,Volkswagen Gol 2015,2015,"US$9,900","46,400 km",Mecánica,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-glb-200-2020-1869108,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_8722334.webp,Mercedes-Benz,Mercedes-Benz Glb 200 2020,2020,"US$30,900","45,600 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/bmw-x6-40i-2022-1859311,https://cdn.neoauto.com/elements/autos_usados/360x240/208604/208604_5569541.webp,BMW,Bmw X6 40i 2022,2022,"US$80,991","40,356 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-c63-amg-s-2017-1846234,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_6084293.webp,Mercedes-Benz,Mercedes Benz C63 Amg S 2017,2017,"US$59,900","42,303 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/volkswagen-jetta-2026-1867655,https://cdn.neoauto.com/elements/autos_usados/360x240/114188/114188_8739206.webp,Volkswagen,Volkswagen Jetta 2026,2026,"US$24,900",100 km,Automática,Gasolina
https://neoauto.com/auto/seminuevo/toyota-corolla-2023-1855320,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_7029410.webp,Toyota,Toyota Corolla 2023,2023,"US$22,900","17,170 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/jeep-compass-2020-1869137,https://cdn.neoauto.com/elements/autos_usados/360x240/746429/746429_7185176.webp,Jeep,Jeep Compass 2020,2020,"US$19,990","54,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/peugeot-207-2010-1866134,https://cdn.neoauto.com/elements/autos_usados/360x240/257099/257099_8424046.webp,Peugeot,Peugeot 207 2010,2010,"US$7,900","93,347 km",Mecánica,Gasolina
https://neoauto.com/auto/seminuevo/land-rover-range-roger-velar-2018-1869120,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_9025617.webp,Land Rover,Land Rover Range Rover Velar 2018,2018,"US$40,990","50,717 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2020-1838557,https://cdn.neoauto.com/elements/autos_usados/360x240/463366/463366_2628123.webp,Land Rover,Land Rover Range Rover Sport 2020,2020,"US$100,000","23,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/land-rover-defender-2021-1868291,https://cdn.neoauto.com/elements/autos_usados/360x240/518808/518808_7518921.webp,Land Rover,Land Rover Defender 2021,2021,"US$57,990","85,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/toyota-yaris-2003-1859271,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_9165322.webp,Toyota,Toyota Yaris 2003,2003,"US$8,200","164,539 km",Mecánica,Gasolina
https://neoauto.com/auto/seminuevo/kia-k3-2024-1869336,https://cdn.neoauto.com/elements/autos_usados/360x240/752061/752061_9655744.webp,Kia,Kia K3 2024,2024,"US$22,990",84 km,Automática,Gasolina
https://neoauto.com/auto/seminuevo/toyota-fortuner-2023-1869146,https://cdn.neoauto.com/elements/autos_usados/360x240/650434/650434_9383655.webp,Toyota,Toyota Fortuner 2023,2023,"US$38,000","52,917 km",Automática,GLP
https://neoauto.com/auto/seminuevo/audi-q5-2013-1867680,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_2951755.webp,Audi,Audi Q5 2013,2013,"US$13,900","120,968 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/volkswagen-amarok-2020-1865644,https://cdn.neoauto.com/elements/autos_usados/360x240/463366/463366_5709522.webp,Volkswagen,Volkswagen Amarok 2020,2020,"US$33,900","60,000 km",Automática - Secuencial,Diesel
https://neoauto.com/auto/seminuevo/subaru-forester-2020-1868862,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_2501662.webp,Subaru,Subaru Forester 2020,2020,"US$28,500","29,685 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/kia-sportage-2024-1868516,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_7820049.webp,Kia,Kia Sportage 2024,2024,"US$34,900","13,461 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/ford-ecosport-2014-1864621,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_3241494.webp,Ford,Ford Ecosport 2014,2014,"US$12,900","87,947 km",Mecánica,Gasolina
https://neoauto.com/auto/seminuevo/ford-edge-titanium-2018-1792414,https://cdn.neoauto.com/elements/autos_usados/360x240/237418/237418_8992251.webp,Ford,Ford Edge Titanium 2018,2018,"US$21,900","78,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/bmw-520-i-2018-1865877,https://cdn.neoauto.com/elements/autos_usados/360x240/659946/659946_5493499.webp,BMW,Bmw 520-I 2018,2018,"US$22,990","45,500 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/bmw-330e-2025-1863982,https://cdn.neoauto.com/elements/autos_usados/360x240/734431/734431_3542826.webp,BMW,Bmw 330e 2025,2025,"US$53,000","3,860 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/hyundai-palisade-2024-1862437,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_6669675.webp,Hyundai,Hyundai Palisade 2024,2024,"US$43,990",323 km,Automática,Gasolina
https://neoauto.com/auto/seminuevo/mazda-cx-9-2018-1868995,https://cdn.neoauto.com/elements/autos_usados/360x240/650434/650434_5775765.webp,Mazda,Mazda Cx-9 2018,2018,"US$23,500","81,735 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/nissan-kicks-2025-1868364,https://cdn.neoauto.com/elements/autos_usados/360x240/337014/337014_3640054.webp,Nissan,Nissan Kicks 2025,2025,"US$18,990","30,000 km",Mecánica,GLP
https://neoauto.com/auto/seminuevo/maserati-quattroporte-2020-1869463,https://cdn.neoauto.com/elements/autos_usados/360x240/463366/463366_1315664.webp,Maserati,Maserati Quattroporte 2020,2020,"US$74,900","31,000 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/jeep-commander-2024-1867131,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_7672766.webp,Jeep,Jeep Commander 2024,2024,"US$35,990","24,200 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/bmw-x5-40i-2021-1868397,https://cdn.neoauto.com/elements/autos_usados/360x240/749844/749844_7287520.webp,BMW,Bmw X5 40i 2021,2021,"US$64,900","17,000 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/audi-a4-2017-1843008,https://cdn.neoauto.com/elements/autos_usados/360x240/113873/113873_3583759.webp,Audi,Audi A4 2017,2017,"US$21,900","35,069 km",Automática - Secuencial,Gasolina
https://neoauto.com/auto/seminuevo/chery-tiggo-8-pro-2023-1867890,https://cdn.neoauto.com/elements/autos_usados/360x240/490916/490916_9404107.webp,Chery,Chery Tiggo 8 Pro 2023,2023,"US$19,900","17,800 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/dongfeng-t5-evo-2022-1864908,https://cdn.neoauto.com/elements/autos_usados/360x240/257099/257099_5860525.webp,Dongfeng,Dongfeng T5 Evo 2022,2022,"US$16,900","24,906 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/honda-cr-v-2021-1868930,https://cdn.neoauto.com/elements/autos_usados/360x240/358152/358152_7592343.webp,Honda,Honda Cr-V 2021,2021,"US$26,500","70,149 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/chevrolet-captiva-2012-1868517,https://cdn.neoauto.com/elements/autos_usados/360x240/490916/490916_9468642.webp,Chevrolet,Chevrolet Captiva 2012,2012,"US$12,900","95,900 km",Mecánica,Gasolina
https://neoauto.com/auto/seminuevo/bmw-x7-40i-2019-1867444,https://cdn.neoauto.com/elements/autos_usados/360x240/757187/757187_5450914.webp,BMW,Bmw X7 40i 2019,2019,"US$67,000","40,264 km",Automática,Gasolina
https://neoauto.com/auto/seminuevo/mercedes-benz-gls-450-2021-1868959,https://cdn.neoauto.com/elements/autos_usados/360x240/470963/470963_5569923.webp,Mercedes-Benz,Mercedes-Benz Gls 450 2021,2021,"US$67,990","39,500 km",Automática,Gasolina-Híbrido
